number,date_time,acc_x,acc_y,acc_z
1545,12/07/2024 20:00,-1,-0.2,-0.15
1546,12/07/2024 20:15,-0.975,-0.275,0.025
1547,12/07/2024 20:30,-0.925,-0.225,-0.35
1548,12/07/2024 20:45,-1.025,-0.325,0.025
1549,12/07/2024 21:00,-1.075,-0.25,0.025
1550,12/07/2024 21:15,-1.075,-0.25,-0.075
1551,12/07/2024 21:30,-0.925,0.15,-0.175
1552,12/07/2024 21:45,-1.1,-0.35,0.125
1553,12/07/2024 22:00,-1.025,-0.225,-0.025
1554,12/07/2024 22:15,-0.975,-0.45,-0.175
1555,12/07/2024 22:30,-0.775,0.15,-0.525
1556,12/07/2024 22:45,-0.975,-0.225,-0.25
1557,12/07/2024 23:00,-1,-0.325,-0.1
1558,12/07/2024 23:15,-1.075,-0.25,0.025
1559,12/07/2024 23:30,-1.025,-0.325,0.075
1560,12/07/2024 23:45,-1.125,-0.175,-0.125
1561,12/08/2024 00:00,-1.025,-0.15,-0.1
1562,12/08/2024 00:15,-1.075,-0.075,-0.1
1563,12/08/2024 00:30,-0.85,-0.35,-0.2
1564,12/08/2024 00:45,-1.075,-0.225,-0.025
1565,12/08/2024 01:00,-1.05,-0.325,0.05
1566,12/08/2024 01:15,-1.075,-0.2,-0.225
1567,12/08/2024 01:30,-0.95,-0.225,-0.425
1568,12/08/2024 01:45,-1,0.05,-0.35
1569,12/08/2024 02:00,-0.975,-0.3,-0.175
1570,12/08/2024 02:15,-0.9,0.025,-0.325
1571,12/08/2024 02:30,-0.925,-0.05,-0.425
1572,12/08/2024 02:45,-0.975,-0.125,-0.3
1573,12/08/2024 03:00,-1.125,-0.125,-0.075
1574,12/08/2024 03:15,-1.025,-0.175,-0.25
1575,12/08/2024 03:30,-1,-0.225,-0.175
1576,12/08/2024 03:45,-0.95,-0.15,-0.25
1577,12/08/2024 04:00,-1.025,-0.125,-0.025
1578,12/08/2024 04:15,-1.025,-0.225,0.025
1579,12/08/2024 04:30,-1.025,-0.15,0
1580,12/08/2024 04:45,-1.05,-0.2,0
1581,12/08/2024 05:00,-1,-0.2,0.025
1582,12/08/2024 05:15,-1.025,-0.25,0.025
1583,12/08/2024 05:30,-1.025,-0.175,0.025
1584,12/08/2024 05:45,-1.025,-0.125,0.025
1585,12/08/2024 06:00,-1.05,-0.2,0.125
1586,12/08/2024 06:15,-1.025,-0.225,0.05
1587,12/08/2024 06:30,-1.05,-0.25,0.2
1588,12/08/2024 06:45,-1,-0.175,0.225
1589,12/08/2024 07:00,-0.975,-0.275,0.275
1590,12/08/2024 07:15,-1.05,-0.325,0.15
1591,12/08/2024 07:30,-1.05,-0.2,0.175
1592,12/08/2024 07:45,-1,-0.275,0.175
1593,12/08/2024 08:00,-1,-0.2,0.225
1594,12/08/2024 08:15,-1,-0.225,0.175
1595,12/08/2024 08:30,-1.025,-0.175,0.175
1596,12/08/2024 08:45,-1,-0.4,-0.2
1597,12/08/2024 09:00,-0.95,-0.475,-0.15
1598,12/08/2024 09:15,-0.975,-0.225,-0.275
1599,12/08/2024 09:30,-1,-0.25,-0.125
1600,12/08/2024 09:45,-1.05,-0.275,-0.025
1601,12/08/2024 10:00,-1.05,-0.25,0
1602,12/08/2024 10:15,-1.025,-0.175,-0.15
1603,12/08/2024 10:30,-1.025,-0.225,0.05
1604,12/08/2024 10:45,-1.025,-0.15,0.025
1605,12/08/2024 11:00,-1.025,-0.15,0.025
1606,12/08/2024 11:15,-1.025,-0.2,0.075
1607,12/08/2024 11:30,-1.05,-0.25,0.05
1608,12/08/2024 11:45,-1,-0.05,-0.15
1609,12/08/2024 12:00,-1.025,-0.15,0.075
1610,12/08/2024 12:15,-1,-0.2,0.1
1611,12/08/2024 12:30,-1.025,-0.2,0.1
1612,12/08/2024 12:45,-1,-0.2,0.1
1613,12/08/2024 13:00,-1.05,-0.175,0.125
1614,12/08/2024 13:15,-1.05,-0.175,0.1
1615,12/08/2024 13:30,-1,-0.225,0.075
1616,12/08/2024 13:45,-1.075,-0.225,0.075
1617,12/08/2024 14:00,-1.025,-0.15,-0.1
1618,12/08/2024 14:15,-0.975,-0.225,-0.15
1619,12/08/2024 14:30,-1.125,-0.25,0.025
1620,12/08/2024 14:45,-0.975,-0.1,0.1
1621,12/08/2024 15:00,-1.025,-0.15,0.075
1622,12/08/2024 15:15,-1.025,-0.125,0.075
1623,12/08/2024 15:30,-1.075,-0.175,0.025
1624,12/08/2024 15:45,-1.025,-0.05,-0.1
1625,12/08/2024 16:00,-1.05,-0.25,0.025
1626,12/08/2024 16:15,-1.025,-0.125,-0.025
1627,12/08/2024 16:30,-1,-0.125,0
1628,12/08/2024 16:45,-1.025,-0.15,0
1629,12/08/2024 17:00,-1.05,-0.275,0.025
1630,12/08/2024 17:15,-1.025,-0.175,0
1631,12/08/2024 17:30,-1.025,-0.2,-0.05
1632,12/08/2024 17:45,-1.025,-0.2,0
1633,12/08/2024 18:00,-1.025,-0.15,0.025
1634,12/08/2024 18:15,-1.025,-0.2,-0.125
1635,12/08/2024 18:30,-1.05,-0.2,0.025
1636,12/08/2024 18:45,-1.05,-0.2,0.025
1637,12/08/2024 19:00,-1.025,-0.25,0.025
1638,12/08/2024 19:15,-1.1,-0.1,0.025
1639,12/08/2024 19:30,-1.025,-0.125,-0.075
1640,12/08/2024 19:45,-1.025,-0.225,-0.075
1641,12/08/2024 20:00,-1.075,-0.3,0
1642,12/08/2024 20:15,-1.025,-0.25,-0.125
1643,12/08/2024 20:30,-1.025,-0.175,0
1644,12/08/2024 20:45,-1.075,-0.15,-0.05
1645,12/08/2024 21:00,-1,-0.2,-0.125
1646,12/08/2024 21:15,-0.975,-0.125,-0.225
1647,12/08/2024 21:30,-1.025,-0.225,0
1648,12/08/2024 21:45,-1.025,-0.2,-0.075
1649,12/08/2024 22:00,-1,-0.2,-0.05
1650,12/08/2024 22:15,-1.025,-0.2,0.025
1651,12/08/2024 22:30,-1,-0.175,0.025
1652,12/08/2024 22:45,-1.025,-0.275,-0.025
1653,12/08/2024 23:00,-0.975,-0.3,-0.25
1654,12/08/2024 23:15,-1.05,-0.25,0.1
1655,12/08/2024 23:30,-1.025,-0.25,0.125
1656,12/08/2024 23:45,-1.025,-0.175,0.1
1657,12/09/2024 00:00,-1.05,-0.25,0.1
1658,12/09/2024 00:15,-1.025,-0.25,0.05
1659,12/09/2024 00:30,-1.025,-0.2,-0.05
1660,12/09/2024 00:45,-1.025,-0.35,-0.075
1661,12/09/2024 01:00,-1.05,-0.3,0
1662,12/09/2024 01:15,-1.025,-0.2,0
1663,12/09/2024 01:30,-1.025,-0.15,0.025
1664,12/09/2024 01:45,-1.025,-0.175,0
1665,12/09/2024 02:00,-1.025,-0.15,0.025
1666,12/09/2024 02:15,-1,-0.3,-0.15
1667,12/09/2024 02:30,-1.05,-0.25,-0.025
1668,12/09/2024 02:45,-1.025,-0.25,0.025
1669,12/09/2024 03:00,-1.025,-0.25,0.025
1670,12/09/2024 03:15,-1.025,-0.2,0.05
1671,12/09/2024 03:30,-1.025,-0.125,-0.125
1672,12/09/2024 03:45,-1.025,-0.25,0.025
1673,12/09/2024 04:00,-1.025,-0.2,0.075
1674,12/09/2024 04:15,-1.05,-0.25,-0.1
1675,12/09/2024 04:30,-1.05,-0.275,-0.075
1676,12/09/2024 04:45,-1.025,-0.25,0.05
1677,12/09/2024 05:00,-1.025,-0.25,-0.075
1678,12/09/2024 05:15,-1.025,-0.225,0
1679,12/09/2024 05:30,-1.025,-0.225,0.05
1680,12/09/2024 05:45,-1.025,-0.225,0.075
1681,12/09/2024 06:00,-1.025,-0.175,0.075
1682,12/09/2024 06:15,-1.025,-0.2,0.05
1683,12/09/2024 06:30,-1.025,-0.175,0.05
1684,12/09/2024 06:45,-1.025,-0.2,0.075
1685,12/09/2024 07:00,-1.025,-0.175,0.075
1686,12/09/2024 07:15,-1.025,-0.15,0.075
1687,12/09/2024 07:30,-1.025,-0.15,0.075
1688,12/09/2024 07:45,-1.025,-0.15,0.075
1689,12/09/2024 08:00,-1.025,-0.15,0.075
1690,12/09/2024 08:15,-1.025,-0.2,0.075
1691,12/09/2024 08:30,-1.025,-0.1,0
1692,12/09/2024 08:45,-1.025,-0.175,0.075
1693,12/09/2024 09:00,-1.075,-0.2,0.025
1694,12/09/2024 09:15,-1.025,-0.175,0.1
1695,12/09/2024 09:30,-1.025,-0.175,0.125
1696,12/09/2024 09:45,-1.025,-0.2,0.1
1697,12/09/2024 10:00,-1.025,-0.175,0.125
1698,12/09/2024 10:15,-1.025,-0.15,0.1
1699,12/09/2024 10:30,-1.025,-0.2,0.075
1700,12/09/2024 10:45,-1.025,-0.15,0.075
1701,12/09/2024 11:00,-1.025,-0.25,0.075
1702,12/09/2024 11:15,-1.025,-0.15,0.075
1703,12/09/2024 11:30,-1.025,-0.175,0.075
1704,12/09/2024 11:45,-1.025,-0.15,0.075
1705,12/09/2024 12:00,-1.025,-0.15,0.05
1706,12/09/2024 12:15,-1.025,-0.25,0.075
1707,12/09/2024 12:30,-1.025,-0.225,0.075
1708,12/09/2024 12:45,-1.025,-0.175,0.025
1709,12/09/2024 13:00,-1.025,-0.175,0.075
1710,12/09/2024 13:15,-1.025,-0.2,0.05
1711,12/09/2024 13:30,-1.025,-0.225,0.075
1712,12/09/2024 13:45,-1.025,-0.225,0.025
1713,12/09/2024 14:00,-1.025,-0.225,0.05
1714,12/09/2024 14:15,-1.05,-0.2,-0.075
1715,12/09/2024 14:30,-1.05,-0.25,-0.075
1716,12/09/2024 14:45,-1.075,-0.175,0.025
1717,12/09/2024 15:00,-1.025,-0.25,0.025
1718,12/09/2024 15:15,-1.025,-0.25,0.025
1719,12/09/2024 15:30,-1.025,-0.2,0
1720,12/09/2024 15:45,-1.025,-0.25,0.025
1721,12/09/2024 16:00,-1.025,-0.15,0
1722,12/09/2024 16:15,-1.075,-0.225,0.025
1723,12/09/2024 16:30,-1.075,-0.15,0.075
1724,12/09/2024 16:45,-1.025,-0.2,0.025
1725,12/09/2024 17:00,-1.025,-0.2,0.025
1726,12/09/2024 17:15,-1.025,-0.175,0.05
1727,12/09/2024 17:30,-1.025,-0.2,0.05
1728,12/09/2024 17:45,-1.025,-0.225,0.075
1729,12/09/2024 18:00,-1.025,-0.175,0.05
1730,12/09/2024 18:15,-1.025,-0.25,0.05
1731,12/09/2024 18:30,-1.025,-0.2,0.075
1732,12/09/2024 18:45,-1.025,-0.2,0.025
1733,12/09/2024 19:00,-1.025,-0.2,0.075
1734,12/09/2024 19:15,-1.025,-0.15,0.05
1735,12/09/2024 19:30,-1.025,-0.175,0.075
1736,12/09/2024 19:45,-1.025,-0.175,0.025
1737,12/09/2024 20:00,-1.025,-0.2,0.075
1738,12/09/2024 20:15,-1.025,-0.2,0.05
1739,12/09/2024 20:30,-1.025,-0.2,0.05
1740,12/09/2024 20:45,-1.025,-0.15,0.025
1741,12/09/2024 21:00,-1.025,-0.175,0.05
1742,12/09/2024 21:15,-1.025,-0.225,0.075
1743,12/09/2024 21:30,-1.025,-0.2,0.05
1744,12/09/2024 21:45,-1.025,-0.175,0.075
1745,12/09/2024 22:00,-1.05,-0.25,0.175
1746,12/09/2024 22:15,-1.025,-0.175,0.025
1747,12/09/2024 22:30,-1.025,-0.2,0.075
1748,12/09/2024 22:45,-1.025,-0.225,0.05
1749,12/09/2024 23:00,-1.025,-0.175,0.075
1750,12/09/2024 23:15,-1.025,-0.2,0.05
1751,12/09/2024 23:30,-1.025,-0.175,0.025
1752,12/09/2024 23:45,-1.025,-0.2,0.05
1753,12/10/2024 00:00,-1.025,-0.175,0.075
1754,12/10/2024 00:15,-1.025,-0.175,0.075
1755,12/10/2024 00:30,-1.025,-0.225,0.05
1756,12/10/2024 00:45,-1.025,-0.2,0.025
1757,12/10/2024 01:00,-1.025,-0.175,0.025
1758,12/10/2024 01:15,-1.075,-0.175,0.05
1759,12/10/2024 01:30,-1.025,-0.175,0.05
1760,12/10/2024 01:45,-1.025,-0.2,0.025
1761,12/10/2024 02:00,-1.025,-0.2,0.025
1762,12/10/2024 02:15,-1.025,-0.175,0
1763,12/10/2024 02:30,-1.025,-0.2,0.05
1764,12/10/2024 02:45,-1.025,-0.225,0.025
1765,12/10/2024 03:00,-1.025,-0.175,0.025
1766,12/10/2024 03:15,-1.025,-0.2,0.05
1767,12/10/2024 03:30,-1.025,-0.225,0.075
1768,12/10/2024 03:45,-1.025,-0.2,0.025
1769,12/10/2024 04:00,-1.025,-0.175,0.05
1770,12/10/2024 04:15,-1.025,-0.175,0.05
1771,12/10/2024 04:30,-1.025,-0.2,0
1772,12/10/2024 04:45,-1.025,-0.2,0
1773,12/10/2024 05:00,-1.025,-0.225,0.025
1774,12/10/2024 05:15,-1.025,-0.2,0.025
1775,12/10/2024 05:30,-1.025,-0.2,0.025
1776,12/10/2024 05:45,-1.025,-0.225,0.025
1777,12/10/2024 06:00,-1.025,-0.175,0.05
1778,12/10/2024 06:15,-1.025,-0.2,0.025
1779,12/10/2024 06:30,-1.025,-0.175,0.05
1780,12/10/2024 06:45,-1.025,-0.175,0.075
1781,12/10/2024 07:00,-1.025,-0.2,0.05
1782,12/10/2024 07:15,-1.025,-0.2,0.075
1783,12/10/2024 07:30,-1.025,-0.225,0.075
1784,12/10/2024 07:45,-1.025,-0.175,0.05
1785,12/10/2024 08:00,-1.025,-0.175,0.05
1786,12/10/2024 08:15,-1.025,-0.175,0.05
1787,12/10/2024 08:30,-1.05,-0.175,0.05
1788,12/10/2024 08:45,-1.025,-0.225,0.075
1789,12/10/2024 09:00,-1.025,-0.175,0.025
1790,12/10/2024 09:15,-1.025,-0.175,0.05
1791,12/10/2024 09:30,-1.025,-0.2,0.05
1792,12/10/2024 09:45,-1.025,-0.25,0.05
1793,12/10/2024 10:00,-1.025,-0.175,0.025
1794,12/10/2024 10:15,-1.025,-0.2,0.025
1795,12/10/2024 10:30,-1.025,-0.175,0.05
1796,12/10/2024 10:45,-1.025,-0.225,0.025
1797,12/10/2024 11:00,-1.025,-0.2,0.025
1798,12/10/2024 11:15,-1.025,-0.2,0.025
1799,12/10/2024 11:30,-1.025,-0.15,0.05
1800,12/10/2024 11:45,-1.025,-0.2,0.175
1801,12/10/2024 12:00,-1.025,-0.2,0.15
1802,12/10/2024 12:15,-1.025,-0.175,0.1
1803,12/10/2024 12:30,-1.025,-0.15,0.15
1804,12/10/2024 12:45,-1.025,-0.15,0.1
1805,12/10/2024 13:00,-1.025,-0.2,0.1
1806,12/10/2024 13:15,-1.05,-0.225,0.125
1807,12/10/2024 13:30,-1,-0.325,0.05
1808,12/10/2024 13:45,-1.025,-0.2,0.1
1809,12/10/2024 14:00,-1.025,-0.175,0.1
1810,12/10/2024 14:15,-1.025,-0.15,0.05
1811,12/10/2024 14:30,-1,-0.35,0.025
1812,12/10/2024 14:45,-1.025,-0.225,0.1
1813,12/10/2024 15:00,-1.025,-0.25,0.1
1814,12/10/2024 15:15,-1.025,-0.25,0.05
1815,12/10/2024 15:30,-1.025,-0.15,0.025
1816,12/10/2024 15:45,-1.025,-0.175,0.15
1817,12/10/2024 16:00,-1.025,-0.25,0.1
1818,12/10/2024 16:15,-1.025,-0.175,0.075
1819,12/10/2024 16:30,-1.025,-0.1,0.1
1820,12/10/2024 16:45,-1.025,-0.175,0.125
1821,12/10/2024 17:00,-1.025,-0.175,0.125
1822,12/10/2024 17:15,-1.025,-0.175,0.1
1823,12/10/2024 17:30,-1.025,-0.15,0.1
1824,12/10/2024 17:45,-1,-0.25,0.225
1825,12/10/2024 18:00,-1.025,-0.15,0.1
1826,12/10/2024 18:15,-1.025,-0.175,0.125
1827,12/10/2024 18:30,-1.025,-0.15,0.15
1828,12/10/2024 18:45,-1.025,-0.15,0.125
1829,12/10/2024 19:00,-1.025,-0.175,0.1
1830,12/10/2024 19:15,-1.025,-0.15,0.125
1831,12/10/2024 19:30,-1.025,-0.2,0.125
1832,12/10/2024 19:45,-1.025,-0.15,0.125
1833,12/10/2024 20:00,-1.025,-0.2,0.125
1834,12/10/2024 20:15,-1.05,-0.2,0.15
1835,12/10/2024 20:30,-1.025,-0.2,0.125
1836,12/10/2024 20:45,-1.025,-0.15,0.125
1837,12/10/2024 21:00,-1.025,-0.15,0.125
1838,12/10/2024 21:15,-1.025,-0.2,0.125
1839,12/10/2024 21:30,-1.025,-0.15,0.125
1840,12/10/2024 21:45,-1.025,-0.15,0.125
1841,12/10/2024 22:00,-1.025,-0.2,0.125
1842,12/10/2024 22:15,-1.025,-0.2,0.1
1843,12/10/2024 22:30,-1.025,-0.2,0.1
1844,12/10/2024 22:45,-1.025,-0.2,0.075
1845,12/10/2024 23:00,-1.025,-0.2,0.1
1846,12/10/2024 23:15,-1.025,-0.2,0.075
1847,12/10/2024 23:30,-1.025,-0.2,0.075
1848,12/10/2024 23:45,-1.025,-0.2,0.125
1849,12/11/2024 00:00,-1.025,-0.15,0.1
1850,12/11/2024 00:15,-1.025,-0.15,0.1
1851,12/11/2024 00:30,-1.025,-0.15,0.075
1852,12/11/2024 00:45,-1.025,-0.15,0.075
1853,12/11/2024 01:00,-1.025,-0.2,0.05
1854,12/11/2024 01:15,-1.05,-0.15,0.075
1855,12/11/2024 01:30,-1.025,-0.2,0.075
1856,12/11/2024 01:45,-1.025,-0.2,0.075
1857,12/11/2024 02:00,-1.025,-0.2,0.1
1858,12/11/2024 02:15,-1.025,-0.2,0.1
1859,12/11/2024 02:30,-1.025,-0.2,0.075
1860,12/11/2024 02:45,-1.025,-0.225,0.15
1861,12/11/2024 03:00,-1.025,-0.175,0.1
1862,12/11/2024 03:15,-1.075,-0.225,0.1
1863,12/11/2024 03:30,-1.025,-0.2,0.075
1864,12/11/2024 03:45,-1.025,-0.15,0.1
1865,12/11/2024 04:00,-1.05,-0.2,0.075
1866,12/11/2024 04:15,-1.025,-0.15,0.075
1867,12/11/2024 04:30,-1.025,-0.2,0.1
1868,12/11/2024 04:45,-1,-0.3,0.025
1869,12/11/2024 05:00,-1.075,-0.2,0.075
1870,12/11/2024 05:15,-1.025,-0.175,0.075
1871,12/11/2024 05:30,-1.025,-0.15,-0.125
1872,12/11/2024 05:45,-1.025,-0.05,-0.15
1873,12/11/2024 06:00,-1.025,-0.275,-0.225
1874,12/11/2024 06:15,-1.025,-0.2,0.025
1875,12/11/2024 06:30,-1.025,-0.2,0.05
1876,12/11/2024 06:45,-1.025,-0.2,0.05
1877,12/11/2024 07:00,-1.025,-0.125,0
1878,12/11/2024 07:15,-1.025,-0.15,0.075
1879,12/11/2024 07:30,-1.025,-0.175,0.075
1880,12/11/2024 07:45,-1.025,-0.15,0.025
1881,12/11/2024 08:00,-1.025,-0.175,0.075
1882,12/11/2024 08:15,-1.025,-0.2,0.075
1883,12/11/2024 08:30,-1.025,-0.2,0.05
1884,12/11/2024 08:45,-1.025,-0.15,0.05
1885,12/11/2024 09:00,-1.025,-0.175,0.075
1886,12/11/2024 09:15,-1.025,-0.175,0.075
1887,12/11/2024 09:30,-1.025,-0.15,0.1
1888,12/11/2024 09:45,-1.025,-0.175,0.075
1889,12/11/2024 10:00,-1.025,-0.2,0.075
1890,12/11/2024 10:15,-1.025,-0.15,0.075
1891,12/11/2024 10:30,-1.025,-0.2,0.05
1892,12/11/2024 10:45,-1.025,-0.2,0.075
1893,12/11/2024 11:00,-1.05,-0.15,0.075
1894,12/11/2024 11:15,-1.025,-0.175,0.1
1895,12/11/2024 11:30,-1.025,-0.2,0.125
1896,12/11/2024 11:45,-1.025,-0.175,0.1
1897,12/11/2024 12:00,-1.025,-0.175,0.05
1898,12/11/2024 12:15,-1.025,-0.125,0.025
1899,12/11/2024 12:30,-1.025,-0.175,0.05
1900,12/11/2024 12:45,-1.075,-0.1,0.075
1901,12/11/2024 13:00,-1.075,-0.175,0.1
1902,12/11/2024 13:15,-1.05,-0.175,0.1
1903,12/11/2024 13:30,-1.025,-0.175,0.075
1904,12/11/2024 13:45,-1.025,-0.175,0.075
1905,12/11/2024 14:00,-1.025,-0.175,0.075
1906,12/11/2024 14:15,-1.025,-0.175,0.075
1907,12/11/2024 14:30,-1.025,-0.2,0.05
1908,12/11/2024 14:45,-1.025,-0.25,0.075
1909,12/11/2024 15:00,-1.05,-0.225,0.05
1910,12/11/2024 15:15,-1.025,-0.175,0.05
1911,12/11/2024 15:30,-1.05,-0.175,0.05
1912,12/11/2024 15:45,-1.05,-0.175,0.075
1913,12/11/2024 16:00,-1.05,-0.15,0.075
1914,12/11/2024 16:15,-1.025,-0.15,0.075
1915,12/11/2024 16:30,-1.025,-0.175,0.05
1916,12/11/2024 16:45,-1.025,-0.175,0.075
1917,12/11/2024 17:00,-1.025,-0.175,0.1
1918,12/11/2024 17:15,-1.025,-0.2,0.05
1919,12/11/2024 17:30,-1.025,-0.2,0.1
1920,12/11/2024 17:45,-1.025,-0.2,0.075
1921,12/11/2024 18:00,-1.025,-0.15,0.1
1922,12/11/2024 18:15,-1.025,-0.2,0.125
1923,12/11/2024 18:30,-1.05,-0.175,0.075
1924,12/11/2024 18:45,-1.075,-0.2,0.1
1925,12/11/2024 19:00,-1.05,-0.15,0.075
1926,12/11/2024 19:15,-1.025,-0.175,0.075
1927,12/11/2024 19:30,-1.075,-0.175,0.075
1928,12/11/2024 19:45,-1.025,-0.15,0.075
1929,12/11/2024 20:00,-1.025,-0.15,0.1
1930,12/11/2024 20:15,-1.025,-0.15,0.075
1931,12/11/2024 20:30,-1.025,-0.15,0.1
1932,12/11/2024 20:45,-1.025,-0.15,0.1
1933,12/11/2024 21:00,-1.025,-0.15,0.075
1934,12/11/2024 21:15,-1.025,-0.275,0.125
1935,12/11/2024 21:30,-1.025,-0.225,-0.15
1936,12/11/2024 21:45,-1.025,-0.225,0.075
1937,12/11/2024 22:00,-1.025,-0.25,0
1938,12/11/2024 22:15,-1.05,-0.2,0.025
1939,12/11/2024 22:30,-1.05,-0.25,0.025
1940,12/11/2024 22:45,-1.025,-0.2,0.075
1941,12/11/2024 23:00,-1.025,-0.2,0.075
1942,12/11/2024 23:15,-1.05,-0.25,0.05
1943,12/11/2024 23:30,-1.025,-0.175,0.075
1944,12/11/2024 23:45,-1.025,-0.175,0.05
