Sample_code,Station_no,Site,Seaweed,Date,Day,Month,Year,Plankton_Obelia,otu_aglaophenia_pluma,otu_aglaophenia_tubulifera,otu_apolemia_sp,otu_bougainvillia_muscus,otu_clytia_sp_1_sl_2013,otu_clytia_sp_2_afc_2016,otu_coryne_pintneri,otu_dynamena_pumila,otu_ectopleura_larynx,otu_eutima_mira,otu_forskalia_tholoides,otu_garveia_annulata,otu_halecium_sp_bmoo_08734,otu_laodicea_sp_haw02,otu_mitrocomella_brownei,otu_obelia_bidentata,otu_obelia_dichotoma,otu_obelia_spp,otu_orthopyxis_crenata,otu_pennaria_disticha,otu_rhizorhagium_arenosum,otu_sarsia_tubulosa,otu_siphonophorae_sp_nhm_339,otu_tiaropsis_multicirrata,Saccharina_percent_blade_Hydrozoans,Alaria_percent_blade_Hydrozoans
Pabay_15_6_21_1,1,Pabay,Alaria,15/06/2021,15,6,2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Pabay_15_6_21_1,1,Pabay,Saccharina,15/06/2021,15,6,2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Pabay_15_6_21_2,2,Pabay,Alaria,15/06/2021,15,6,2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05349349,0,0,0,0,0,0,,
Pabay_15_6_21_2,2,Pabay,Saccharina,15/06/2021,15,6,2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05349349,0,0,0,0,0,0,,
Pabay_15_6_21_3,3,Pabay,Alaria,15/06/2021,15,6,2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Pabay_15_6_21_3,3,Pabay,Saccharina,15/06/2021,15,6,2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Scalpay_15_6_21_1,1,Scalpay,Alaria,15/06/2021,15,6,2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Scalpay_15_6_21_1,1,Scalpay,Saccharina,15/06/2021,15,6,2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Scalpay_15_6_21_2,2,Scalpay,Alaria,15/06/2021,15,6,2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Scalpay_15_6_21_2,2,Scalpay,Saccharina,15/06/2021,15,6,2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Scalpay_15_6_21_3,3,Scalpay,Alaria,15/06/2021,15,6,2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Scalpay_15_6_21_3,3,Scalpay,Saccharina,15/06/2021,15,6,2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Scalpay_15_6_21_4,4,Scalpay,Alaria,15/06/2021,15,6,2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001525301,0,0.000547119,0.001243452,0,0,0,0,0,0,0,,
Scalpay_15_6_21_4,4,Scalpay,Saccharina,15/06/2021,15,6,2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001525301,0,0.000547119,0.001243452,0,0,0,0,0,0,0,,
Scalpay_15_6_21_5,5,Scalpay,Alaria,15/06/2021,15,6,2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Scalpay_15_6_21_5,5,Scalpay,Saccharina,15/06/2021,15,6,2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Pabay_16_9_21_1,1,Pabay,Alaria,16/09/2021,16,9,2021,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Pabay_16_9_21_1,1,Pabay,Saccharina,16/09/2021,16,9,2021,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Pabay_16_9_21_2,2,Pabay,Alaria,16/09/2021,16,9,2021,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Pabay_16_9_21_2,2,Pabay,Saccharina,16/09/2021,16,9,2021,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Pabay_16_9_21_3,3,Pabay,Alaria,16/09/2021,16,9,2021,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Pabay_16_9_21_3,3,Pabay,Saccharina,16/09/2021,16,9,2021,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Pabay_30_10_21_1,1,Pabay,Alaria,30/10/2021,30,10,2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Pabay_30_10_21_1,1,Pabay,Saccharina,30/10/2021,30,10,2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Pabay_30_10_21_2,2,Pabay,Alaria,30/10/2021,30,10,2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Pabay_30_10_21_2,2,Pabay,Saccharina,30/10/2021,30,10,2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Pabay_30_10_21_3,3,Pabay,Alaria,30/10/2021,30,10,2021,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.012708095,,
Pabay_30_10_21_3,3,Pabay,Saccharina,30/10/2021,30,10,2021,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.012708095,,
Pabay_13_11_21_1,1,Pabay,Alaria,13/11/2021,13,11,2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.044065805,0,0,0,0,0,0,0,0,,
Pabay_13_11_21_1,1,Pabay,Saccharina,13/11/2021,13,11,2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.044065805,0,0,0,0,0,0,0,0,,
Pabay_13_11_21_2,2,Pabay ,Alaria,13/11/2021,13,11,2021,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Pabay_13_11_21_2,2,Pabay ,Saccharina,13/11/2021,13,11,2021,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Pabay_13_11_21_3,3,Pabay,Alaria,13/11/2021,13,11,2021,0,0,0,0.022842666,0,0,0,0.025957575,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.046723635,0,,
Pabay_13_11_21_3,3,Pabay,Saccharina,13/11/2021,13,11,2021,0,0,0,0.022842666,0,0,0,0.025957575,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.046723635,0,,
Pabay_29_11_21_1,1,Pabay,Alaria,29/11/2021,29,11,2021,0,0,0,0,0.044737169,0,0.357897353,0.007456195,0.044737169,0,0,0,0,0,0,0,0.193861066,0,0,0.121784516,0,0,0,0.089474338,0,,
Pabay_29_11_21_1,1,Pabay,Saccharina,29/11/2021,29,11,2021,0,0,0,0,0.044737169,0,0.357897353,0.007456195,0.044737169,0,0,0,0,0,0,0,0.193861066,0,0,0.121784516,0,0,0,0.089474338,0,,
Pabay_29_11_21_2,2,Pabay,Alaria,29/11/2021,29,11,2021,0,0,0,0,0,0,0.458515284,0,0.19650655,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Pabay_29_11_21_2,2,Pabay,Saccharina,29/11/2021,29,11,2021,0,0,0,0,0,0,0.458515284,0,0.19650655,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Pabay_29_11_21_3,3,Pabay,Alaria,29/11/2021,29,11,2021,0,0,0,0,0.057924377,0,0.328238134,0.009654063,0,0,0,0,0,0,0,0,0.251005632,0,0,0.157683025,0,0,0,0.115848753,0,,
Pabay_29_11_21_3,3,Pabay,Saccharina,29/11/2021,29,11,2021,0,0,0,0,0.057924377,0,0.328238134,0.009654063,0,0,0,0,0,0,0,0,0.251005632,0,0,0.157683025,0,0,0,0.115848753,0,,
Pabay_10_12_21_1,1,Pabay,Alaria,10/12/2021,10,12,2021,0,0,0,0,0,0,10.19469027,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Pabay_10_12_21_1,1,Pabay,Saccharina,10/12/2021,10,12,2021,0,0,0,0,0,0,10.19469027,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Pabay_10_12_21_2,2,Pabay,Alaria,10/12/2021,10,12,2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Pabay_10_12_21_2,2,Pabay,Saccharina,10/12/2021,10,12,2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Pabay_10_12_21_3,3,Pabay,Alaria,10/12/2021,10,12,2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Pabay_10_12_21_3,3,Pabay,Saccharina,10/12/2021,10,12,2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Pabay_21_12_21_1,1,Pabay,Alaria,21/12/2021,21,12,2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Pabay_21_12_21_1,1,Pabay,Saccharina,21/12/2021,21,12,2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Pabay_21_12_21_2,2,Pabay,Alaria,21/12/2021,21,12,2021,0,0,0.480769231,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Pabay_21_12_21_2,2,Pabay,Saccharina,21/12/2021,21,12,2021,0,0,0.480769231,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Pabay_21_12_21_3,3,Pabay,Alaria,21/12/2021,21,12,2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Pabay_21_12_21_3,3,Pabay,Saccharina,21/12/2021,21,12,2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Scalpay_21_12_21_1,1,Scalpay,Alaria,21/12/2021,21,12,2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Scalpay_21_12_21_1,1,Scalpay,Saccharina,21/12/2021,21,12,2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Scalpay_21_12_21_2,2,Scalpay,Alaria,21/12/2021,21,12,2021,0,0,0,0,0,0,0.966390148,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Scalpay_21_12_21_2,2,Scalpay,Saccharina,21/12/2021,21,12,2021,0,0,0,0,0,0,0.966390148,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Scalpay_21_12_21_3,3,Scalpay,Alaria,21/12/2021,21,12,2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Scalpay_21_12_21_3,3,Scalpay,Saccharina,21/12/2021,21,12,2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Pabay_14_1_22_1,1,Pabay,Alaria,14/01/2022,14,1,2022,0,0,0.041405724,0,0,0,0.703897313,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Pabay_14_1_22_1,1,Pabay,Saccharina,14/01/2022,14,1,2022,0,0,0.041405724,0,0,0,0.703897313,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pabay_14_1_22_2,2,Pabay ,Alaria,14/01/2022,14,1,2022,0,0,1.076898949,0,0,0,3.82142297,0,0,0,0,0,0,0,0,0,0.073187307,0,0,0,0,0,0,0,0,,
Pabay_14_1_22_2,2,Pabay ,Saccharina,14/01/2022,14,1,2022,0,0,1.076898949,0,0,0,3.82142297,0,0,0,0,0,0,0,0,0,0.073187307,0,0,0,0,0,0,0,0,0,0
Pabay_14_1_22_3,3,Pabay,Alaria,14/01/2022,14,1,2022,0,0,0.535760728,0,0,0,2.208062419,0,0,0,0,0,0,0,0,0,0.036410923,0,0,0,0,0,0,0,0,,
Pabay_14_1_22_3,3,Pabay,Saccharina,14/01/2022,14,1,2022,0,0,0.535760728,0,0,0,2.208062419,0,0,0,0,0,0,0,0,0,0.036410923,0,0,0,0,0,0,0,0,0,0
Pabay_30_1_22_1,1,Pabay,Alaria,30/01/2022,30,1,2022,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
Pabay_30_1_22_1,1,Pabay,Saccharina,30/01/2022,30,1,2022,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
Pabay_30_1_22_2,2,Pabay,Alaria,30/01/2022,30,1,2022,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
Pabay_30_1_22_2,2,Pabay,Saccharina,30/01/2022,30,1,2022,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
Pabay_30_1_22_3,3,Pabay,Alaria,30/01/2022,30,1,2022,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
Pabay_30_1_22_3,3,Pabay,Saccharina,30/01/2022,30,1,2022,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
Pabay_8_2_22_1,1,Pabay,Alaria,08/02/2022,8,2,2022,0,0,0.047320478,0,0,0,25.7127647,0,0,0,0,0,0,0,0,0,0.017745179,0,0,0,0,0,0,0,0,,
Pabay_8_2_22_1,1,Pabay,Saccharina,08/02/2022,8,2,2022,0,0,0.047320478,0,0,0,25.7127647,0,0,0,0,0,0,0,0,0,0.017745179,0,0,0,0,0,0,0,0,0,0
Pabay_8_2_22_2,2,Pabay,Alaria,08/02/2022,8,2,2022,0,0,0.250382529,0,0,0,13.71539853,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Pabay_8_2_22_2,2,Pabay,Saccharina,08/02/2022,8,2,2022,0,0,0.250382529,0,0,0,13.71539853,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pabay_8_2_22_3,3,Pabay,Alaria,08/02/2022,8,2,2022,0,0,0,0,0,0,25.03517411,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Pabay_8_2_22_3,3,Pabay,Saccharina,08/02/2022,8,2,2022,0,0,0,0,0,0,25.03517411,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pabay_25_2_22_1,1,Pabay,Alaria,25/02/2022,25,2,2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pabay_25_2_22_1,1,Pabay,Saccharina,25/02/2022,25,2,2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pabay_25_2_22_2,2,Pabay,Alaria,25/02/2022,25,2,2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.023350846,0,0,0
Pabay_25_2_22_2,2,Pabay,Saccharina,25/02/2022,25,2,2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.023350846,0,0,0
Pabay_25_2_22_3,3,Pabay,Alaria,25/02/2022,25,2,2022,0,0,0,0,0,0,0.029139652,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pabay_25_2_22_3,3,Pabay,Saccharina,25/02/2022,25,2,2022,0,0,0,0,0,0,0.029139652,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pabay_8_3_22_1,1,Pabay,Alaria,08/03/2022,8,3,2022,0,0.055164805,0,0,1.572196938,0,1.24672459,0,0,0.204109778,0.057923045,0,0,0.102054889,0,0,0.4523514,0,0.11308785,0,0,0.044131844,0,0,0,0,0
Pabay_8_3_22_1,1,Pabay,Saccharina,08/03/2022,8,3,2022,0,0.055164805,0,0,1.572196938,0,1.24672459,0,0,0.204109778,0.057923045,0,0,0.102054889,0,0,0.4523514,0,0.11308785,0,0,0.044131844,0,0,0,0,0
Pabay_8_3_22_2,2,Pabay,Alaria,08/03/2022,8,3,2022,0,0.904230225,0,0,0,0,0.098285894,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pabay_8_3_22_2,2,Pabay,Saccharina,08/03/2022,8,3,2022,0,0.904230225,0,0,0,0,0.098285894,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pabay_8_3_22_3,3,Pabay,Alaria,08/03/2022,8,3,2022,2,0,0,0,1.110785785,0.018299601,0.248874575,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.040259122,0,0,0,0
Pabay_8_3_22_3,3,Pabay,Saccharina,08/03/2022,8,3,2022,2,0,0,0,1.110785785,0.018299601,0.248874575,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.040259122,0,0,0,0
Pabay_21_3_22_1,1,Pabay,Alaria,21/03/2022,21,3,2022,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pabay_21_3_22_1,1,Pabay,Saccharina,21/03/2022,21,3,2022,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pabay_21_3_22_2,2,Pabay,Alaria,21/03/2022,21,3,2022,0,0,0,0,0,0,2.878103837,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pabay_21_3_22_2,2,Pabay,Saccharina,21/03/2022,21,3,2022,0,0,0,0,0,0,2.878103837,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pabay_21_3_22_3,3,Pabay,Alaria,21/03/2022,21,3,2022,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pabay_21_3_22_3,3,Pabay,Saccharina,21/03/2022,21,3,2022,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pabay_10_4_22_1,1,Pabay,Alaria,10/04/2022,10,4,2022,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pabay_10_4_22_1,1,Pabay,Saccharina,10/04/2022,10,4,2022,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pabay_10_4_22_2,2,Pabay,Alaria,10/04/2022,10,4,2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pabay_10_4_22_2,2,Pabay,Saccharina,10/04/2022,10,4,2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pabay_10_4_22_3,3,Pabay,Alaria,10/04/2022,10,4,2022,2,0,0,0,2.558733841,0.052613495,2.616716059,0,0,0,0,0,0,0,0,0,0.110595714,0,0,0,0,0,0,0,0,0,0
Pabay_10_4_22_3,3,Pabay,Saccharina,10/04/2022,10,4,2022,2,0,0,0,2.558733841,0.052613495,2.616716059,0,0,0,0,0,0,0,0,0,0.110595714,0,0,0,0,0,0,0,0,0,0
Pabay_7_5_22_1,1,Pabay,Alaria,07/05/2022,7,5,2022,51,0,0,0,0,0,0.410477512,0,0,0,0,0,0,0,0,0,0,0.067920739,0,0,0,0,0,0,0,0,0.598227474
Pabay_7_5_22_1,1,Pabay,Saccharina,07/05/2022,7,5,2022,51,0,0,0,0,0,0.410477512,0,0,0,0,0,0,0,0,0,0,0.067920739,0,0,0,0,0,0,0,0,0
Pabay_7_5_22_2,2,Pabay,Alaria,07/05/2022,7,5,2022,2,0,0,0,0,0,0.125293657,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pabay_7_5_22_2,2,Pabay,Saccharina,07/05/2022,7,5,2022,2,0,0,0,0,0,0.125293657,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.704856787,0
Pabay_7_5_22_3,3,Pabay,Alaria,07/05/2022,7,5,2022,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pabay_7_5_22_3,3,Pabay,Saccharina,07/05/2022,7,5,2022,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.12540193,0
Pabay_22_5_22_1,1,Pabay,Alaria,22/05/2022,22,5,2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1.29626124
Pabay_22_5_22_1,1,Pabay,Saccharina,22/05/2022,22,5,2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.4125,0
Pabay_22_5_22_2,2,Pabay,Alaria,22/05/2022,22,5,2022,0,0,0,0.224441336,0,0.013011092,0.309013434,0,0,0,0,0,0,0,0,0,0,0.165891422,0,0,0.123605374,0,0.026022184,0,0,,9.761904762
Pabay_22_5_22_2,2,Pabay,Saccharina,22/05/2022,22,5,2022,0,0,0,0.224441336,0,0.013011092,0.309013434,0,0,0,0,0,0,0,0,0,0,0.165891422,0,0,0.123605374,0,0.026022184,0,0,0,0
Pabay_22_5_22_3,3,Pabay,Alaria,22/05/2022,22,5,2022,0,0,0,0,0,0,0.308999614,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0.871794872
Pabay_22_5_22_3,3,Pabay,Saccharina,22/05/2022,22,5,2022,0,0,0,0,0,0,0.308999614,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pabay_30_6_22_1,1,Pabay,Alaria,30/06/2022,30,6,2022,306,0,0,0,0,0.004136231,1.484079647,0,0,0,0,0,0,0,0,0,0,0.013235939,0,0,0,0,0,0,0,,
Pabay_30_6_22_1,1,Pabay,Saccharina,30/06/2022,30,6,2022,306,0,0,0,0,0.004136231,1.484079647,0,0,0,0,0,0,0,0,0,0,0.013235939,0,0,0,0,0,0,0,37.88481675,
Pabay_30_6_22_2,2,Pabay,Alaria,30/06/2022,30,6,2022,458,0,0,0,0,0,0,0,0,0,0,0.568561873,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Pabay_30_6_22_2,2,Pabay,Saccharina,30/06/2022,30,6,2022,458,0,0,0,0,0,0,0,0,0,0,0.568561873,0,0,0,0,0,0,0,0,0,0,0,0,0,30,
Pabay_30_6_22_3,3,Pabay,Alaria,30/06/2022,30,6,2022,322,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Pabay_30_6_22_3,3,Pabay,Saccharina,30/06/2022,30,6,2022,322,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Pabay_15_7_22_1,1,Pabay,Alaria,15/07/2022,15,7,2022,35,0,0,0,0,0,0.006789143,0,0,0,0,0,0.473882168,0,0,0,0,0,0,0,0,0,0,0,0,,
Pabay_15_7_22_1,1,Pabay,Saccharina,15/07/2022,15,7,2022,35,0,0,0,0,0,0.006789143,0,0,0,0,0,0.473882168,0,0,0,0,0,0,0,0,0,0,0,0,27.02506964,
Pabay_15_7_22_2,2,Pabay,Alaria,15/07/2022,15,7,2022,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.185287521,0,0,0,0,0,0,0,0.221044762,0,,
Pabay_15_7_22_2,2,Pabay,Saccharina,15/07/2022,15,7,2022,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.185287521,0,0,0,0,0,0,0,0.221044762,0,36.01895735,
Pabay_15_7_22_3,3,Pabay,Alaria,15/07/2022,15,7,2022,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Pabay_15_7_22_3,3,Pabay,Saccharina,15/07/2022,15,7,2022,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43.10659898,
Pabay_30_7_22_1,1,Pabay,Alaria,30/07/2022,30,7,2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Pabay_30_7_22_1,1,Pabay,Saccharina,30/07/2022,30,7,2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.319342031,
Pabay_30_7_22_2,2,Pabay,Alaria,30/07/2022,30,7,2022,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Pabay_30_7_22_2,2,Pabay,Saccharina,30/07/2022,30,7,2022,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.743315508,
Pabay_30_7_22_3,3,Pabay,Alaria,30/07/2022,30,7,2022,2,0,0.051256407,0,0,0,0.048756095,0,0,0,0,0,0.118764846,0,0,0,0,0,0,0,0,0,0,0,0,,
Pabay_30_7_22_3,3,Pabay,Saccharina,30/07/2022,30,7,2022,2,0,0.051256407,0,0,0,0.048756095,0,0,0,0,0,0.118764846,0,0,0,0,0,0,0,0,0,0,0,0,2.982365145,
