"","sample_code","station_no","site","seaweed","date","day","month","year","species_id","measurement_value","measurement_type","measurement_origin","parsed_date"
"138","Pabay_13_11_21_2",2,"Pabay ","Saccharina","13/11/2021",13,11,2021,"alaria_percent_blade_hydrozoans",NA,"blade_coverage","Hydrozoan Blade Coverage - Alaria (%)",NA
"139","Pabay_13_11_21_3",3,"Pabay","Saccharina","13/11/2021",13,11,2021,"plankton_obelia",0,"abundance","Plankton Abundance (cell/L)",NA
"140","Pabay_13_11_21_3",3,"Pabay","Saccharina","13/11/2021",13,11,2021,"otu_obelia_bidentata",0,"otu","Plankton eDNA (RSV)",NA
"141","Pabay_13_11_21_3",3,"Pabay","Saccharina","13/11/2021",13,11,2021,"otu_obelia_dichotoma",0,"otu","Plankton eDNA (RSV)",NA
"142","Pabay_13_11_21_3",3,"Pabay","Saccharina","13/11/2021",13,11,2021,"otu_obelia_sp",0,"otu","Plankton eDNA (RSV)",NA
"143","Pabay_13_11_21_3",3,"Pabay","Saccharina","13/11/2021",13,11,2021,"saccharina_percent_blade_hydrozoans",NA,"blade_coverage","Hydrozoan Blade Coverage - Saccharina (%)",NA
"144","Pabay_13_11_21_3",3,"Pabay","Saccharina","13/11/2021",13,11,2021,"alaria_percent_blade_hydrozoans",NA,"blade_coverage","Hydrozoan Blade Coverage - Alaria (%)",NA
"145","Pabay_29_11_21_1",1,"Pabay","Alaria","29/11/2021",29,11,2021,"plankton_obelia",0,"abundance","Plankton Abundance (cell/L)",NA
"146","Pabay_29_11_21_1",1,"Pabay","Alaria","29/11/2021",29,11,2021,"otu_obelia_bidentata",0.193861066,"otu","Plankton eDNA (RSV)",NA
"147","Pabay_29_11_21_1",1,"Pabay","Alaria","29/11/2021",29,11,2021,"otu_obelia_dichotoma",0,"otu","Plankton eDNA (RSV)",NA
"148","Pabay_29_11_21_1",1,"Pabay","Alaria","29/11/2021",29,11,2021,"otu_obelia_sp",0,"otu","Plankton eDNA (RSV)",NA
"149","Pabay_29_11_21_1",1,"Pabay","Alaria","29/11/2021",29,11,2021,"saccharina_percent_blade_hydrozoans",NA,"blade_coverage","Hydrozoan Blade Coverage - Saccharina (%)",NA
"150","Pabay_29_11_21_1",1,"Pabay","Alaria","29/11/2021",29,11,2021,"alaria_percent_blade_hydrozoans",NA,"blade_coverage","Hydrozoan Blade Coverage - Alaria (%)",NA
"151","Pabay_29_11_21_2",2,"Pabay","Alaria","29/11/2021",29,11,2021,"plankton_obelia",0,"abundance","Plankton Abundance (cell/L)",NA
"152","Pabay_29_11_21_2",2,"Pabay","Alaria","29/11/2021",29,11,2021,"otu_obelia_bidentata",0,"otu","Plankton eDNA (RSV)",NA
"153","Pabay_29_11_21_2",2,"Pabay","Alaria","29/11/2021",29,11,2021,"otu_obelia_dichotoma",0,"otu","Plankton eDNA (RSV)",NA
"154","Pabay_29_11_21_2",2,"Pabay","Alaria","29/11/2021",29,11,2021,"otu_obelia_sp",0,"otu","Plankton eDNA (RSV)",NA
"155","Pabay_29_11_21_2",2,"Pabay","Alaria","29/11/2021",29,11,2021,"saccharina_percent_blade_hydrozoans",NA,"blade_coverage","Hydrozoan Blade Coverage - Saccharina (%)",NA
"156","Pabay_29_11_21_2",2,"Pabay","Alaria","29/11/2021",29,11,2021,"alaria_percent_blade_hydrozoans",NA,"blade_coverage","Hydrozoan Blade Coverage - Alaria (%)",NA
"157","Pabay_29_11_21_3",3,"Pabay","Alaria","29/11/2021",29,11,2021,"plankton_obelia",0,"abundance","Plankton Abundance (cell/L)",NA
"158","Pabay_29_11_21_3",3,"Pabay","Alaria","29/11/2021",29,11,2021,"otu_obelia_bidentata",0.251005632,"otu","Plankton eDNA (RSV)",NA
"159","Pabay_29_11_21_3",3,"Pabay","Alaria","29/11/2021",29,11,2021,"otu_obelia_dichotoma",0,"otu","Plankton eDNA (RSV)",NA
"160","Pabay_29_11_21_3",3,"Pabay","Alaria","29/11/2021",29,11,2021,"otu_obelia_sp",0,"otu","Plankton eDNA (RSV)",NA
"161","Pabay_29_11_21_3",3,"Pabay","Alaria","29/11/2021",29,11,2021,"saccharina_percent_blade_hydrozoans",NA,"blade_coverage","Hydrozoan Blade Coverage - Saccharina (%)",NA
"162","Pabay_29_11_21_3",3,"Pabay","Alaria","29/11/2021",29,11,2021,"alaria_percent_blade_hydrozoans",NA,"blade_coverage","Hydrozoan Blade Coverage - Alaria (%)",NA
"163","Pabay_29_11_21_1",1,"Pabay","Saccharina","29/11/2021",29,11,2021,"plankton_obelia",0,"abundance","Plankton Abundance (cell/L)",NA
"164","Pabay_29_11_21_1",1,"Pabay","Saccharina","29/11/2021",29,11,2021,"otu_obelia_bidentata",0.193861066,"otu","Plankton eDNA (RSV)",NA
"165","Pabay_29_11_21_1",1,"Pabay","Saccharina","29/11/2021",29,11,2021,"otu_obelia_dichotoma",0,"otu","Plankton eDNA (RSV)",NA
"166","Pabay_29_11_21_1",1,"Pabay","Saccharina","29/11/2021",29,11,2021,"otu_obelia_sp",0,"otu","Plankton eDNA (RSV)",NA
"167","Pabay_29_11_21_1",1,"Pabay","Saccharina","29/11/2021",29,11,2021,"saccharina_percent_blade_hydrozoans",NA,"blade_coverage","Hydrozoan Blade Coverage - Saccharina (%)",NA
"168","Pabay_29_11_21_1",1,"Pabay","Saccharina","29/11/2021",29,11,2021,"alaria_percent_blade_hydrozoans",NA,"blade_coverage","Hydrozoan Blade Coverage - Alaria (%)",NA
"169","Pabay_29_11_21_2",2,"Pabay","Saccharina","29/11/2021",29,11,2021,"plankton_obelia",0,"abundance","Plankton Abundance (cell/L)",NA
"170","Pabay_29_11_21_2",2,"Pabay","Saccharina","29/11/2021",29,11,2021,"otu_obelia_bidentata",0,"otu","Plankton eDNA (RSV)",NA
"171","Pabay_29_11_21_2",2,"Pabay","Saccharina","29/11/2021",29,11,2021,"otu_obelia_dichotoma",0,"otu","Plankton eDNA (RSV)",NA
"172","Pabay_29_11_21_2",2,"Pabay","Saccharina","29/11/2021",29,11,2021,"otu_obelia_sp",0,"otu","Plankton eDNA (RSV)",NA
"173","Pabay_29_11_21_2",2,"Pabay","Saccharina","29/11/2021",29,11,2021,"saccharina_percent_blade_hydrozoans",NA,"blade_coverage","Hydrozoan Blade Coverage - Saccharina (%)",NA
"174","Pabay_29_11_21_2",2,"Pabay","Saccharina","29/11/2021",29,11,2021,"alaria_percent_blade_hydrozoans",NA,"blade_coverage","Hydrozoan Blade Coverage - Alaria (%)",NA
"175","Pabay_29_11_21_3",3,"Pabay","Saccharina","29/11/2021",29,11,2021,"plankton_obelia",0,"abundance","Plankton Abundance (cell/L)",NA
"176","Pabay_29_11_21_3",3,"Pabay","Saccharina","29/11/2021",29,11,2021,"otu_obelia_bidentata",0.251005632,"otu","Plankton eDNA (RSV)",NA
"177","Pabay_29_11_21_3",3,"Pabay","Saccharina","29/11/2021",29,11,2021,"otu_obelia_dichotoma",0,"otu","Plankton eDNA (RSV)",NA
"178","Pabay_29_11_21_3",3,"Pabay","Saccharina","29/11/2021",29,11,2021,"otu_obelia_sp",0,"otu","Plankton eDNA (RSV)",NA
"179","Pabay_29_11_21_3",3,"Pabay","Saccharina","29/11/2021",29,11,2021,"saccharina_percent_blade_hydrozoans",NA,"blade_coverage","Hydrozoan Blade Coverage - Saccharina (%)",NA
"180","Pabay_29_11_21_3",3,"Pabay","Saccharina","29/11/2021",29,11,2021,"alaria_percent_blade_hydrozoans",NA,"blade_coverage","Hydrozoan Blade Coverage - Alaria (%)",NA
"181","Pabay_10_12_21_1",1,"Pabay","Alaria","10/12/2021",10,12,2021,"plankton_obelia",0,"abundance","Plankton Abundance (cell/L)",2021-10-12
"182","Pabay_10_12_21_1",1,"Pabay","Alaria","10/12/2021",10,12,2021,"otu_obelia_bidentata",0,"otu","Plankton eDNA (RSV)",2021-10-12
"183","Pabay_10_12_21_1",1,"Pabay","Alaria","10/12/2021",10,12,2021,"otu_obelia_dichotoma",0,"otu","Plankton eDNA (RSV)",2021-10-12
"184","Pabay_10_12_21_1",1,"Pabay","Alaria","10/12/2021",10,12,2021,"otu_obelia_sp",0,"otu","Plankton eDNA (RSV)",2021-10-12
"185","Pabay_10_12_21_1",1,"Pabay","Alaria","10/12/2021",10,12,2021,"saccharina_percent_blade_hydrozoans",NA,"blade_coverage","Hydrozoan Blade Coverage - Saccharina (%)",2021-10-12
"186","Pabay_10_12_21_1",1,"Pabay","Alaria","10/12/2021",10,12,2021,"alaria_percent_blade_hydrozoans",NA,"blade_coverage","Hydrozoan Blade Coverage - Alaria (%)",2021-10-12
"187","Pabay_10_12_21_2",2,"Pabay","Alaria","10/12/2021",10,12,2021,"plankton_obelia",0,"abundance","Plankton Abundance (cell/L)",2021-10-12
"188","Pabay_10_12_21_2",2,"Pabay","Alaria","10/12/2021",10,12,2021,"otu_obelia_bidentata",0,"otu","Plankton eDNA (RSV)",2021-10-12
"189","Pabay_10_12_21_2",2,"Pabay","Alaria","10/12/2021",10,12,2021,"otu_obelia_dichotoma",0,"otu","Plankton eDNA (RSV)",2021-10-12
"190","Pabay_10_12_21_2",2,"Pabay","Alaria","10/12/2021",10,12,2021,"otu_obelia_sp",0,"otu","Plankton eDNA (RSV)",2021-10-12
"191","Pabay_10_12_21_2",2,"Pabay","Alaria","10/12/2021",10,12,2021,"saccharina_percent_blade_hydrozoans",NA,"blade_coverage","Hydrozoan Blade Coverage - Saccharina (%)",2021-10-12
"192","Pabay_10_12_21_2",2,"Pabay","Alaria","10/12/2021",10,12,2021,"alaria_percent_blade_hydrozoans",NA,"blade_coverage","Hydrozoan Blade Coverage - Alaria (%)",2021-10-12
"193","Pabay_10_12_21_3",3,"Pabay","Alaria","10/12/2021",10,12,2021,"plankton_obelia",0,"abundance","Plankton Abundance (cell/L)",2021-10-12
"194","Pabay_10_12_21_3",3,"Pabay","Alaria","10/12/2021",10,12,2021,"otu_obelia_bidentata",0,"otu","Plankton eDNA (RSV)",2021-10-12
"195","Pabay_10_12_21_3",3,"Pabay","Alaria","10/12/2021",10,12,2021,"otu_obelia_dichotoma",0,"otu","Plankton eDNA (RSV)",2021-10-12
"196","Pabay_10_12_21_3",3,"Pabay","Alaria","10/12/2021",10,12,2021,"otu_obelia_sp",0,"otu","Plankton eDNA (RSV)",2021-10-12
"197","Pabay_10_12_21_3",3,"Pabay","Alaria","10/12/2021",10,12,2021,"saccharina_percent_blade_hydrozoans",NA,"blade_coverage","Hydrozoan Blade Coverage - Saccharina (%)",2021-10-12
"198","Pabay_10_12_21_3",3,"Pabay","Alaria","10/12/2021",10,12,2021,"alaria_percent_blade_hydrozoans",NA,"blade_coverage","Hydrozoan Blade Coverage - Alaria (%)",2021-10-12
"199","Pabay_10_12_21_1",1,"Pabay","Saccharina","10/12/2021",10,12,2021,"plankton_obelia",0,"abundance","Plankton Abundance (cell/L)",2021-10-12
"200","Pabay_10_12_21_1",1,"Pabay","Saccharina","10/12/2021",10,12,2021,"otu_obelia_bidentata",0,"otu","Plankton eDNA (RSV)",2021-10-12
"201","Pabay_10_12_21_1",1,"Pabay","Saccharina","10/12/2021",10,12,2021,"otu_obelia_dichotoma",0,"otu","Plankton eDNA (RSV)",2021-10-12
"202","Pabay_10_12_21_1",1,"Pabay","Saccharina","10/12/2021",10,12,2021,"otu_obelia_sp",0,"otu","Plankton eDNA (RSV)",2021-10-12
"203","Pabay_10_12_21_1",1,"Pabay","Saccharina","10/12/2021",10,12,2021,"saccharina_percent_blade_hydrozoans",NA,"blade_coverage","Hydrozoan Blade Coverage - Saccharina (%)",2021-10-12
"204","Pabay_10_12_21_1",1,"Pabay","Saccharina","10/12/2021",10,12,2021,"alaria_percent_blade_hydrozoans",NA,"blade_coverage","Hydrozoan Blade Coverage - Alaria (%)",2021-10-12
"205","Pabay_10_12_21_2",2,"Pabay","Saccharina","10/12/2021",10,12,2021,"plankton_obelia",0,"abundance","Plankton Abundance (cell/L)",2021-10-12
"206","Pabay_10_12_21_2",2,"Pabay","Saccharina","10/12/2021",10,12,2021,"otu_obelia_bidentata",0,"otu","Plankton eDNA (RSV)",2021-10-12
"207","Pabay_10_12_21_2",2,"Pabay","Saccharina","10/12/2021",10,12,2021,"otu_obelia_dichotoma",0,"otu","Plankton eDNA (RSV)",2021-10-12
"208","Pabay_10_12_21_2",2,"Pabay","Saccharina","10/12/2021",10,12,2021,"otu_obelia_sp",0,"otu","Plankton eDNA (RSV)",2021-10-12
"209","Pabay_10_12_21_2",2,"Pabay","Saccharina","10/12/2021",10,12,2021,"saccharina_percent_blade_hydrozoans",NA,"blade_coverage","Hydrozoan Blade Coverage - Saccharina (%)",2021-10-12
"210","Pabay_10_12_21_2",2,"Pabay","Saccharina","10/12/2021",10,12,2021,"alaria_percent_blade_hydrozoans",NA,"blade_coverage","Hydrozoan Blade Coverage - Alaria (%)",2021-10-12
"211","Pabay_10_12_21_3",3,"Pabay","Saccharina","10/12/2021",10,12,2021,"plankton_obelia",0,"abundance","Plankton Abundance (cell/L)",2021-10-12
"212","Pabay_10_12_21_3",3,"Pabay","Saccharina","10/12/2021",10,12,2021,"otu_obelia_bidentata",0,"otu","Plankton eDNA (RSV)",2021-10-12
"213","Pabay_10_12_21_3",3,"Pabay","Saccharina","10/12/2021",10,12,2021,"otu_obelia_dichotoma",0,"otu","Plankton eDNA (RSV)",2021-10-12
"214","Pabay_10_12_21_3",3,"Pabay","Saccharina","10/12/2021",10,12,2021,"otu_obelia_sp",0,"otu","Plankton eDNA (RSV)",2021-10-12
"215","Pabay_10_12_21_3",3,"Pabay","Saccharina","10/12/2021",10,12,2021,"saccharina_percent_blade_hydrozoans",NA,"blade_coverage","Hydrozoan Blade Coverage - Saccharina (%)",2021-10-12
"216","Pabay_10_12_21_3",3,"Pabay","Saccharina","10/12/2021",10,12,2021,"alaria_percent_blade_hydrozoans",NA,"blade_coverage","Hydrozoan Blade Coverage - Alaria (%)",2021-10-12
"217","Pabay_21_12_21_1",1,"Pabay","Alaria","21/12/2021",21,12,2021,"plankton_obelia",0,"abundance","Plankton Abundance (cell/L)",NA
"218","Pabay_21_12_21_1",1,"Pabay","Alaria","21/12/2021",21,12,2021,"otu_obelia_bidentata",0,"otu","Plankton eDNA (RSV)",NA
"219","Pabay_21_12_21_1",1,"Pabay","Alaria","21/12/2021",21,12,2021,"otu_obelia_dichotoma",0,"otu","Plankton eDNA (RSV)",NA
"220","Pabay_21_12_21_1",1,"Pabay","Alaria","21/12/2021",21,12,2021,"otu_obelia_sp",0,"otu","Plankton eDNA (RSV)",NA
"221","Pabay_21_12_21_1",1,"Pabay","Alaria","21/12/2021",21,12,2021,"saccharina_percent_blade_hydrozoans",NA,"blade_coverage","Hydrozoan Blade Coverage - Saccharina (%)",NA
"222","Pabay_21_12_21_1",1,"Pabay","Alaria","21/12/2021",21,12,2021,"alaria_percent_blade_hydrozoans",NA,"blade_coverage","Hydrozoan Blade Coverage - Alaria (%)",NA
"223","Pabay_21_12_21_2",2,"Pabay","Alaria","21/12/2021",21,12,2021,"plankton_obelia",0,"abundance","Plankton Abundance (cell/L)",NA
"224","Pabay_21_12_21_2",2,"Pabay","Alaria","21/12/2021",21,12,2021,"otu_obelia_bidentata",0,"otu","Plankton eDNA (RSV)",NA
"225","Pabay_21_12_21_2",2,"Pabay","Alaria","21/12/2021",21,12,2021,"otu_obelia_dichotoma",0,"otu","Plankton eDNA (RSV)",NA
"226","Pabay_21_12_21_2",2,"Pabay","Alaria","21/12/2021",21,12,2021,"otu_obelia_sp",0,"otu","Plankton eDNA (RSV)",NA
"227","Pabay_21_12_21_2",2,"Pabay","Alaria","21/12/2021",21,12,2021,"saccharina_percent_blade_hydrozoans",NA,"blade_coverage","Hydrozoan Blade Coverage - Saccharina (%)",NA
"228","Pabay_21_12_21_2",2,"Pabay","Alaria","21/12/2021",21,12,2021,"alaria_percent_blade_hydrozoans",NA,"blade_coverage","Hydrozoan Blade Coverage - Alaria (%)",NA
"229","Pabay_21_12_21_3",3,"Pabay","Alaria","21/12/2021",21,12,2021,"plankton_obelia",0,"abundance","Plankton Abundance (cell/L)",NA
"230","Pabay_21_12_21_3",3,"Pabay","Alaria","21/12/2021",21,12,2021,"otu_obelia_bidentata",0,"otu","Plankton eDNA (RSV)",NA
"231","Pabay_21_12_21_3",3,"Pabay","Alaria","21/12/2021",21,12,2021,"otu_obelia_dichotoma",0,"otu","Plankton eDNA (RSV)",NA
"232","Pabay_21_12_21_3",3,"Pabay","Alaria","21/12/2021",21,12,2021,"otu_obelia_sp",0,"otu","Plankton eDNA (RSV)",NA
"233","Pabay_21_12_21_3",3,"Pabay","Alaria","21/12/2021",21,12,2021,"saccharina_percent_blade_hydrozoans",NA,"blade_coverage","Hydrozoan Blade Coverage - Saccharina (%)",NA
"234","Pabay_21_12_21_3",3,"Pabay","Alaria","21/12/2021",21,12,2021,"alaria_percent_blade_hydrozoans",NA,"blade_coverage","Hydrozoan Blade Coverage - Alaria (%)",NA
"235","Pabay_21_12_21_1",1,"Pabay","Saccharina","21/12/2021",21,12,2021,"plankton_obelia",0,"abundance","Plankton Abundance (cell/L)",NA
"236","Pabay_21_12_21_1",1,"Pabay","Saccharina","21/12/2021",21,12,2021,"otu_obelia_bidentata",0,"otu","Plankton eDNA (RSV)",NA
"237","Pabay_21_12_21_1",1,"Pabay","Saccharina","21/12/2021",21,12,2021,"otu_obelia_dichotoma",0,"otu","Plankton eDNA (RSV)",NA
"238","Pabay_21_12_21_1",1,"Pabay","Saccharina","21/12/2021",21,12,2021,"otu_obelia_sp",0,"otu","Plankton eDNA (RSV)",NA
"239","Pabay_21_12_21_1",1,"Pabay","Saccharina","21/12/2021",21,12,2021,"saccharina_percent_blade_hydrozoans",NA,"blade_coverage","Hydrozoan Blade Coverage - Saccharina (%)",NA
"240","Pabay_21_12_21_1",1,"Pabay","Saccharina","21/12/2021",21,12,2021,"alaria_percent_blade_hydrozoans",NA,"blade_coverage","Hydrozoan Blade Coverage - Alaria (%)",NA
"241","Pabay_21_12_21_2",2,"Pabay","Saccharina","21/12/2021",21,12,2021,"plankton_obelia",0,"abundance","Plankton Abundance (cell/L)",NA
"242","Pabay_21_12_21_2",2,"Pabay","Saccharina","21/12/2021",21,12,2021,"otu_obelia_bidentata",0,"otu","Plankton eDNA (RSV)",NA
"243","Pabay_21_12_21_2",2,"Pabay","Saccharina","21/12/2021",21,12,2021,"otu_obelia_dichotoma",0,"otu","Plankton eDNA (RSV)",NA
"244","Pabay_21_12_21_2",2,"Pabay","Saccharina","21/12/2021",21,12,2021,"otu_obelia_sp",0,"otu","Plankton eDNA (RSV)",NA
"245","Pabay_21_12_21_2",2,"Pabay","Saccharina","21/12/2021",21,12,2021,"saccharina_percent_blade_hydrozoans",NA,"blade_coverage","Hydrozoan Blade Coverage - Saccharina (%)",NA
"246","Pabay_21_12_21_2",2,"Pabay","Saccharina","21/12/2021",21,12,2021,"alaria_percent_blade_hydrozoans",NA,"blade_coverage","Hydrozoan Blade Coverage - Alaria (%)",NA
"247","Pabay_21_12_21_3",3,"Pabay","Saccharina","21/12/2021",21,12,2021,"plankton_obelia",0,"abundance","Plankton Abundance (cell/L)",NA
"248","Pabay_21_12_21_3",3,"Pabay","Saccharina","21/12/2021",21,12,2021,"otu_obelia_bidentata",0,"otu","Plankton eDNA (RSV)",NA
"249","Pabay_21_12_21_3",3,"Pabay","Saccharina","21/12/2021",21,12,2021,"otu_obelia_dichotoma",0,"otu","Plankton eDNA (RSV)",NA
"250","Pabay_21_12_21_3",3,"Pabay","Saccharina","21/12/2021",21,12,2021,"otu_obelia_sp",0,"otu","Plankton eDNA (RSV)",NA
"251","Pabay_21_12_21_3",3,"Pabay","Saccharina","21/12/2021",21,12,2021,"saccharina_percent_blade_hydrozoans",NA,"blade_coverage","Hydrozoan Blade Coverage - Saccharina (%)",NA
"252","Pabay_21_12_21_3",3,"Pabay","Saccharina","21/12/2021",21,12,2021,"alaria_percent_blade_hydrozoans",NA,"blade_coverage","Hydrozoan Blade Coverage - Alaria (%)",NA
"253","Pabay_14_1_22_1",1,"Pabay","Alaria","14/01/2022",14,1,2022,"plankton_obelia",0,"abundance","Plankton Abundance (cell/L)",NA
"254","Pabay_14_1_22_1",1,"Pabay","Alaria","14/01/2022",14,1,2022,"otu_obelia_bidentata",0,"otu","Plankton eDNA (RSV)",NA
"255","Pabay_14_1_22_1",1,"Pabay","Alaria","14/01/2022",14,1,2022,"otu_obelia_dichotoma",0,"otu","Plankton eDNA (RSV)",NA
"256","Pabay_14_1_22_1",1,"Pabay","Alaria","14/01/2022",14,1,2022,"otu_obelia_sp",0,"otu","Plankton eDNA (RSV)",NA
"257","Pabay_14_1_22_1",1,"Pabay","Alaria","14/01/2022",14,1,2022,"saccharina_percent_blade_hydrozoans",0,"blade_coverage","Hydrozoan Blade Coverage - Saccharina (%)",NA
"258","Pabay_14_1_22_1",1,"Pabay","Alaria","14/01/2022",14,1,2022,"alaria_percent_blade_hydrozoans",0,"blade_coverage","Hydrozoan Blade Coverage - Alaria (%)",NA
"259","Pabay_14_1_22_2",2,"Pabay ","Alaria","14/01/2022",14,1,2022,"plankton_obelia",0,"abundance","Plankton Abundance (cell/L)",NA
"260","Pabay_14_1_22_2",2,"Pabay ","Alaria","14/01/2022",14,1,2022,"otu_obelia_bidentata",0.073187307,"otu","Plankton eDNA (RSV)",NA
"261","Pabay_14_1_22_2",2,"Pabay ","Alaria","14/01/2022",14,1,2022,"otu_obelia_dichotoma",0,"otu","Plankton eDNA (RSV)",NA
"262","Pabay_14_1_22_2",2,"Pabay ","Alaria","14/01/2022",14,1,2022,"otu_obelia_sp",0,"otu","Plankton eDNA (RSV)",NA
"263","Pabay_14_1_22_2",2,"Pabay ","Alaria","14/01/2022",14,1,2022,"saccharina_percent_blade_hydrozoans",0,"blade_coverage","Hydrozoan Blade Coverage - Saccharina (%)",NA
"264","Pabay_14_1_22_2",2,"Pabay ","Alaria","14/01/2022",14,1,2022,"alaria_percent_blade_hydrozoans",0,"blade_coverage","Hydrozoan Blade Coverage - Alaria (%)",NA
"265","Pabay_14_1_22_3",3,"Pabay","Alaria","14/01/2022",14,1,2022,"plankton_obelia",0,"abundance","Plankton Abundance (cell/L)",NA
"266","Pabay_14_1_22_3",3,"Pabay","Alaria","14/01/2022",14,1,2022,"otu_obelia_bidentata",0.036410923,"otu","Plankton eDNA (RSV)",NA
"267","Pabay_14_1_22_3",3,"Pabay","Alaria","14/01/2022",14,1,2022,"otu_obelia_dichotoma",0,"otu","Plankton eDNA (RSV)",NA
"268","Pabay_14_1_22_3",3,"Pabay","Alaria","14/01/2022",14,1,2022,"otu_obelia_sp",0,"otu","Plankton eDNA (RSV)",NA
"269","Pabay_14_1_22_3",3,"Pabay","Alaria","14/01/2022",14,1,2022,"saccharina_percent_blade_hydrozoans",0,"blade_coverage","Hydrozoan Blade Coverage - Saccharina (%)",NA
"270","Pabay_14_1_22_3",3,"Pabay","Alaria","14/01/2022",14,1,2022,"alaria_percent_blade_hydrozoans",0,"blade_coverage","Hydrozoan Blade Coverage - Alaria (%)",NA
"271","Pabay_14_1_22_1",1,"Pabay","Saccharina","14/01/2022",14,1,2022,"plankton_obelia",0,"abundance","Plankton Abundance (cell/L)",NA
"272","Pabay_14_1_22_1",1,"Pabay","Saccharina","14/01/2022",14,1,2022,"otu_obelia_bidentata",0,"otu","Plankton eDNA (RSV)",NA
