"","aglaophenia_pluma","aglaophenia_pluma_1","aglaophenia_tubulifera","aglaophenia_tubulifera_1","apolemia_sp","apolemia_sp_1","bougainvillia_muscus","bougainvillia_muscus_1","bougainvillia_muscus_2","bougainvillia_muscus_3","bougainvillia_muscus_4","bougainvillia_muscus_5","clytia_sp_1_sl_2013","clytia_sp_1_sl_2013_1","clytia_sp_1_sl_2013_2","clytia_sp_1_sl_2013_3","clytia_sp_1_sl_2013_4","clytia_sp_2_afc_2016","clytia_sp_2_afc_2016_1","clytia_sp_2_afc_2016_2","clytia_sp_2_afc_2016_3","clytia_sp_2_afc_2016_4","coryne_pintneri","coryne_pintneri_1","dynamena_pumila","ectopleura_larynx","eutima_mira","forskalia_tholoides","garveia_annulata","halecium_sp_bmoo_08734","laodicea_sp_haw02","mitrocomella_brownei","obelia_bidentata","obelia_bidentata_1","obelia_bidentata_2","obelia_bidentata_3","obelia_dichotoma","obelia_dichotoma_1","obelia_dichotoma_2","obelia_dichotoma_3","obelia_sp_3_sl_2013","obelia_sp_mzusp_3356","orthopyxis_crenata","otu_obelia","otu_obelia_bidentata","otu_obelia_dichotoma","pennaria_disticha","rhizorhagium_arenosum","sarsia_tubulosa","sarsia_tubulosa_1","siphonophorae_sp_nhm_339","siphonophorae_sp_nhm_339_1","siphonophorae_sp_nhm_339_2","tiaropsis_multicirrata"
"64",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.023350846,0
"65",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.029139652,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"66",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.029139652,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"67",0,0,0,0,0,0,0,0,0,0,0,0.044737169,0,0,0,0,0,0.357897353,0,0,0,0,0,0.007456195,0.044737169,0,0,0,0,0,0,0,0.193861066,0,0,0,0,0,0,0,0,0,0.121784516,0.193861066,0.193861066,0,0,0,0,0,0,0,0.089474338,0
"68",0,0,0,0,0,0,0,0,0,0,0,0.044737169,0,0,0,0,0,0.357897353,0,0,0,0,0,0.007456195,0.044737169,0,0,0,0,0,0,0,0.193861066,0,0,0,0,0,0,0,0,0,0.121784516,0.193861066,0.193861066,0,0,0,0,0,0,0,0.089474338,0
"69",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.458515284,0,0,0,0,0,0,0.19650655,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"70",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.458515284,0,0,0,0,0,0,0.19650655,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"71",0,0,0,0,0,0,0,0,0,0,0,0.057924377,0,0,0,0,0,0.328238134,0,0,0,0,0,0.009654063,0,0,0,0,0,0,0,0,0.251005632,0,0,0,0,0,0,0,0,0,0.157683025,0.251005632,0.251005632,0,0,0,0,0,0,0,0.115848753,0
"72",0,0,0,0,0,0,0,0,0,0,0,0.057924377,0,0,0,0,0,0.328238134,0,0,0,0,0,0.009654063,0,0,0,0,0,0,0,0,0.251005632,0,0,0,0,0,0,0,0,0,0.157683025,0.251005632,0.251005632,0,0,0,0,0,0,0,0.115848753,0
"73",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"74",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"75",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"76",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"77",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"78",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"79",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"80",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"81",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"82",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"83",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.012708095
"84",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.012708095
"85",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004136231,0,1.484079647,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.013235939,0,0,0,0.013235939,0,0.013235939,0,0,0,0,0,0,0,0
"86",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004136231,0,1.484079647,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.013235939,0,0,0,0.013235939,0,0.013235939,0,0,0,0,0,0,0,0
"87",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.568561873,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"88",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.568561873,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"89",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"90",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"91",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"92",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"93",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"94",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"95",0,0,0,0.051256407,0,0,0,0,0,0,0,0,0,0,0,0,0,0.048756095,0,0,0,0,0,0,0,0,0,0,0.118764846,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"96",0,0,0,0.051256407,0,0,0,0,0,0,0,0,0,0,0,0,0,0.048756095,0,0,0,0,0,0,0,0,0,0,0.118764846,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"97",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.410477512,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.067920739,0,0,0,0,0.067920739,0,0.067920739,0,0,0,0,0,0,0,0
"98",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.410477512,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.067920739,0,0,0,0,0.067920739,0,0.067920739,0,0,0,0,0,0,0,0
"99",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.125293657,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"100",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.125293657,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"101",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"102",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"103",0,0,0.047320478,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.7127647,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.017745179,0,0,0,0,0,0,0,0,0,0,0.017745179,0.017745179,0,0,0,0,0,0,0,0,0
"104",0,0,0.047320478,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.7127647,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.017745179,0,0,0,0,0,0,0,0,0,0,0.017745179,0.017745179,0,0,0,0,0,0,0,0,0
"105",0,0,0.250382529,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.71539853,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"106",0,0,0.250382529,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.71539853,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"107",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.63946535,0,0,0.395708758,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"108",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.63946535,0,0,0.395708758,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"109",0,0.055164805,0,0,0,0,1.572196938,0,0,0,0,0,0,0,0,0,0,1.199834506,0,0.046890084,0,0,0,0,0,0.204109778,0.057923045,0,0,0.102054889,0,0,0.388911874,0,0.063439526,0,0,0,0,0,0,0.11308785,0,0.56543925,0.4523514,0,0,0.044131844,0,0,0,0,0,0
"110",0,0.055164805,0,0,0,0,1.572196938,0,0,0,0,0,0,0,0,0,0,1.199834506,0,0.046890084,0,0,0,0,0,0.204109778,0.057923045,0,0,0.102054889,0,0,0.388911874,0,0.063439526,0,0,0,0,0,0,0.11308785,0,0.56543925,0.4523514,0,0,0.044131844,0,0,0,0,0,0
"111",0.904230225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.098285894,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"112",0.904230225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.098285894,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"113",0,0,0,0,0,0,1.050397101,0,0,0,0.060388684,0,0,0.018299601,0,0,0,0.248874575,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.040259122,0,0,0,0
"114",0,0,0,0,0,0,1.050397101,0,0,0,0.060388684,0,0,0.018299601,0,0,0,0.248874575,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.040259122,0,0,0,0
"115",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"116",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"117",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"118",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"119",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"120",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"121",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001525301,0,0,0,0.000547119,0,0,0.001243452,0,0,0,0,0,0.001790571,0.000547119,0.001243452,0,0,0,0,0,0,0,0
"122",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001525301,0,0,0,0.000547119,0,0,0.001243452,0,0,0,0,0,0.001790571,0.000547119,0.001243452,0,0,0,0,0,0,0,0
"123",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"124",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"125",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"126",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"127",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.83810827,0,0.051312751,0,0.076969127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"128",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.83810827,0,0.051312751,0,0.076969127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"129",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"130",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
