"","AphiaID","url","scientificname","authority","status","unacceptreason","taxonRankID","rank","valid_AphiaID","valid_name","valid_authority","parentNameUsageID","kingdom","phylum","class","order","family","genus","citation","lsid","isMarine","isBrackish","isFreshwater","isTerrestrial","isExtinct","match_type","modified"
"27",149045,"https://www.marinespecies.org/aphia.php?p=taxdetails&id=149045","Nitzschia","A.H. Hassall, 1845","accepted",NA,180,"Genus",149045,"Nitzschia","A.H. Hassall, 1845",149002,"Chromista","Heterokontophyta","Bacillariophyceae","Bacillariales","Bacillariaceae","Nitzschia","Kociolek, J.P.; Blanco, S.; Coste, M.; Ector, L.; Liu, Y.; Karthick, B.; Kulikovskiy, M.; Lundholm, N.; Ludwig, T.; Potapova, M.; Rimet, F.; Sabbe, K.; Sala, S.; Sar, E.; Taylor, J.; Van de Vijver, B.; Wetzel, C.E.; Williams, D.M.; Witkowski, A.; Witkowski, J. (2025). DiatomBase. Nitzschia A.H. Hassall, 1845. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=149045 on 2025-04-30","urn:lsid:marinespecies.org:taxname:149045",1,1,1,1,NA,"like","2017-09-26T00:23:13.050Z"
"28",149055,"https://www.marinespecies.org/aphia.php?p=taxdetails&id=149055","Paralia sulcata","(Ehrenberg) Cleve, 1873","accepted",NA,220,"Species",149055,"Paralia sulcata","(Ehrenberg) Cleve, 1873",149054,"Chromista","Heterokontophyta","Bacillariophyceae","Paraliales","Paraliaceae","Paralia","Kociolek, J.P.; Blanco, S.; Coste, M.; Ector, L.; Liu, Y.; Karthick, B.; Kulikovskiy, M.; Lundholm, N.; Ludwig, T.; Potapova, M.; Rimet, F.; Sabbe, K.; Sala, S.; Sar, E.; Taylor, J.; Van de Vijver, B.; Wetzel, C.E.; Williams, D.M.; Witkowski, A.; Witkowski, J. (2025). DiatomBase. Paralia sulcata (Ehrenberg) Cleve, 1873. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=149055 on 2025-04-30","urn:lsid:marinespecies.org:taxname:149055",1,0,1,0,NA,"like","2005-07-06T06:51:39.650Z"
"29",669461,"https://www.marinespecies.org/aphia.php?p=taxdetails&id=669461","Pleurosigma spectabile","Grunow, 1891","unassessed",NA,220,"Species",669461,"Pleurosigma spectabile","Grunow, 1891",149181,"Chromista","Heterokontophyta","Bacillariophyceae","Naviculales","Pleurosigmataceae","Pleurosigma","Kociolek, J.P.; Blanco, S.; Coste, M.; Ector, L.; Liu, Y.; Karthick, B.; Kulikovskiy, M.; Lundholm, N.; Ludwig, T.; Potapova, M.; Rimet, F.; Sabbe, K.; Sala, S.; Sar, E.; Taylor, J.; Van de Vijver, B.; Wetzel, C.E.; Williams, D.M.; Witkowski, A.; Witkowski, J. (2025). DiatomBase. Pleurosigma spectabile Grunow, 1891. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=669461 on 2025-04-30","urn:lsid:marinespecies.org:taxname:669461",1,NA,NA,NA,NA,"like","2018-01-31T09:33:29.450Z"
"30",110303,"https://www.marinespecies.org/aphia.php?p=taxdetails&id=110303","Prorocentrum micans","Ehrenberg, 1834","accepted",NA,220,"Species",110303,"Prorocentrum micans","Ehrenberg, 1834",109566,"Chromista","Myzozoa","Dinophyceae","Prorocentrales","Prorocentraceae","Prorocentrum","Guiry, M.D. & Guiry, G.M. (2025). AlgaeBase. World-wide electronic publication, National University of Ireland, Galway (taxonomic information republished from AlgaeBase with permission of M.D. Guiry). Prorocentrum micans Ehrenberg, 1834. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=110303 on 2025-04-30","urn:lsid:marinespecies.org:taxname:110303",1,1,0,0,NA,"like","2015-06-26T12:00:51.270Z"
"31",109553,"https://www.marinespecies.org/aphia.php?p=taxdetails&id=109553","Protoperidinium","Bergh, 1881","accepted",NA,180,"Genus",109553,"Protoperidinium","Bergh, 1881",109435,"Chromista","Myzozoa","Dinophyceae","Peridiniales","Protoperidiniaceae","Protoperidinium","Guiry, M.D. & Guiry, G.M. (2025). AlgaeBase. World-wide electronic publication, National University of Ireland, Galway (taxonomic information republished from AlgaeBase with permission of M.D. Guiry). Protoperidinium Bergh, 1881. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=109553 on 2025-04-30","urn:lsid:marinespecies.org:taxname:109553",1,1,1,0,NA,"like","2019-02-15T10:19:43.730Z"
"32",110257,"https://www.marinespecies.org/aphia.php?p=taxdetails&id=110257","Protoperidinium steinii","(Jørgensen, 1899) Balech, 1974","accepted",NA,220,"Species",110257,"Protoperidinium steinii","(Jørgensen, 1899) Balech, 1974",109553,"Chromista","Myzozoa","Dinophyceae","Peridiniales","Protoperidiniaceae","Protoperidinium","Guiry, M.D. & Guiry, G.M. (2025). AlgaeBase. World-wide electronic publication, National University of Ireland, Galway (taxonomic information republished from AlgaeBase with permission of M.D. Guiry). Protoperidinium steinii (Jørgensen, 1899) Balech, 1974. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=110257 on 2025-04-30","urn:lsid:marinespecies.org:taxname:110257",1,NA,NA,0,NA,"like","2015-06-26T12:00:51.270Z"
"33",149069,"https://www.marinespecies.org/aphia.php?p=taxdetails&id=149069","Rhizosolenia","T. Brightwell, 1858","accepted",NA,180,"Genus",149069,"Rhizosolenia","T. Brightwell, 1858",149068,"Chromista","Heterokontophyta","Bacillariophyceae","Rhizosoleniales","Rhizosoleniaceae","Rhizosolenia","Kociolek, J.P.; Blanco, S.; Coste, M.; Ector, L.; Liu, Y.; Karthick, B.; Kulikovskiy, M.; Lundholm, N.; Ludwig, T.; Potapova, M.; Rimet, F.; Sabbe, K.; Sala, S.; Sar, E.; Taylor, J.; Van de Vijver, B.; Wetzel, C.E.; Williams, D.M.; Witkowski, A.; Witkowski, J. (2025). DiatomBase. Rhizosolenia T. Brightwell, 1858. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=149069 on 2025-04-30","urn:lsid:marinespecies.org:taxname:149069",1,1,1,NA,NA,"like","2017-02-23T10:36:53.780Z"
"34",149629,"https://www.marinespecies.org/aphia.php?p=taxdetails&id=149629","Rhizosolenia styliformis","T.Brightwell, 1858","accepted",NA,220,"Species",149629,"Rhizosolenia styliformis","T.Brightwell, 1858",149069,"Chromista","Heterokontophyta","Bacillariophyceae","Rhizosoleniales","Rhizosoleniaceae","Rhizosolenia","Kociolek, J.P.; Blanco, S.; Coste, M.; Ector, L.; Liu, Y.; Karthick, B.; Kulikovskiy, M.; Lundholm, N.; Ludwig, T.; Potapova, M.; Rimet, F.; Sabbe, K.; Sala, S.; Sar, E.; Taylor, J.; Van de Vijver, B.; Wetzel, C.E.; Williams, D.M.; Witkowski, A.; Witkowski, J. (2025). DiatomBase. Rhizosolenia styliformis T.Brightwell, 1858. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=149629 on 2025-04-30","urn:lsid:marinespecies.org:taxname:149629",1,NA,NA,NA,NA,"like","2008-10-11T21:07:20.847Z"
"35",148912,"https://www.marinespecies.org/aphia.php?p=taxdetails&id=148912","Thalassiosira","P.T. Cleve, 1873 emend. Hasle, 1973","accepted",NA,180,"Genus",148912,"Thalassiosira","P.T. Cleve, 1873 emend. Hasle, 1973",148904,"Chromista","Heterokontophyta","Bacillariophyceae","Thalassiosirales","Thalassiosiraceae","Thalassiosira","Kociolek, J.P.; Blanco, S.; Coste, M.; Ector, L.; Liu, Y.; Karthick, B.; Kulikovskiy, M.; Lundholm, N.; Ludwig, T.; Potapova, M.; Rimet, F.; Sabbe, K.; Sala, S.; Sar, E.; Taylor, J.; Van de Vijver, B.; Wetzel, C.E.; Williams, D.M.; Witkowski, A.; Witkowski, J. (2025). DiatomBase. Thalassiosira P.T. Cleve, 1873 emend. Hasle, 1973. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=148912 on 2025-04-30","urn:lsid:marinespecies.org:taxname:148912",1,1,1,0,0,"like","2018-01-02T17:46:52.927Z"
"36",148922,"https://www.marinespecies.org/aphia.php?p=taxdetails&id=148922","Thalassiosira eccentrica","(Ehrenberg) Cleve, 1904","unassessed",NA,220,"Species",148922,"Thalassiosira eccentrica","(Ehrenberg) Cleve, 1904",148912,"Chromista","Heterokontophyta","Bacillariophyceae","Thalassiosirales","Thalassiosiraceae","Thalassiosira","Kociolek, J.P.; Blanco, S.; Coste, M.; Ector, L.; Liu, Y.; Karthick, B.; Kulikovskiy, M.; Lundholm, N.; Ludwig, T.; Potapova, M.; Rimet, F.; Sabbe, K.; Sala, S.; Sar, E.; Taylor, J.; Van de Vijver, B.; Wetzel, C.E.; Williams, D.M.; Witkowski, A.; Witkowski, J. (2025). DiatomBase. Thalassiosira eccentrica (Ehrenberg) Cleve, 1904. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=148922 on 2025-04-30","urn:lsid:marinespecies.org:taxname:148922",1,NA,NA,0,0,"like","2018-01-31T09:33:29.450Z"
"37",1135,"https://www.marinespecies.org/aphia.php?p=taxdetails&id=1135","Amphipoda","Latreille, 1816","accepted",NA,100,"Order",1135,"Amphipoda","Latreille, 1816",1090,"Animalia","Arthropoda","Malacostraca","Amphipoda",NA,NA,"Horton, T.; Lowry, J.; De Broyer, C.; Bellan-Santini, D.; Copilaş-Ciocianu, D.; Corbari, L.; Costello, M.J.; Daneliya, M.; Dauvin, J.-C.; Fišer, C.; Gasca, R.; Grabowski, M.; Guerra-García, J.M.; Hendrycks, E.; Hughes, L.; Jaume, D.; Jazdzewski, K.; Kim, Y.-H.; King, R.; Krapp-Schickel, T.; LeCroy, S.; Lörz, A.-N.; Mamos, T.; Senna, A.R.; Serejo, C.; Souza-Filho, J.F.; Tandberg, A.H.; Thomas, J.D.; Thurston, M.; Vader, W.; Väinölä, R.; Valls Domedel, G.; Vonk, R.; White, K.; Zeidler, W. (2025). World Amphipoda Database. Amphipoda. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=1135 on 2025-04-30","urn:lsid:marinespecies.org:taxname:1135",1,1,1,1,0,"like","2018-01-23T09:06:43.690Z"
"38",146421,"https://www.marinespecies.org/aphia.php?p=taxdetails&id=146421","Appendicularia",NA,"accepted",NA,60,"Class",146421,"Appendicularia",NA,146420,"Animalia","Chordata","Appendicularia",NA,NA,NA,"Garic, R. (2025). World List of Appendicularia. Appendicularia. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=146421 on 2025-04-30","urn:lsid:marinespecies.org:taxname:146421",1,1,0,0,NA,"like","2016-02-17T08:38:10.427Z"
"39",105,"https://www.marinespecies.org/aphia.php?p=taxdetails&id=105","Bivalvia","Linnaeus, 1758","accepted",NA,60,"Class",105,"Bivalvia","Linnaeus, 1758",51,"Animalia","Mollusca","Bivalvia",NA,NA,NA,"WoRMS (2025). Bivalvia. Accessed at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=105 on 2025-04-30","urn:lsid:marinespecies.org:taxname:105",1,1,1,0,0,"like","2019-08-08T17:02:58.460Z"
"40",117030,"https://www.marinespecies.org/aphia.php?p=taxdetails&id=117030","Clytia","Lamouroux, 1812","accepted",NA,180,"Genus",117030,"Clytia","Lamouroux, 1812",1606,"Animalia","Cnidaria","Hydrozoa","Leptothecata","Campanulariidae","Clytia","Schuchert, P.; Choong, H.; Galea, H.; Hoeksema, B.; Lindsay, D.; Mańko, M.; Pica, D. (2025). World Hydrozoa Database. Clytia Lamouroux, 1812. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=117030 on 2025-04-30","urn:lsid:marinespecies.org:taxname:117030",1,NA,0,0,0,"like","2017-04-21T11:48:53.023Z"
"41",106267,"https://www.marinespecies.org/aphia.php?p=taxdetails&id=106267","Evadne","Lovén, 1836","accepted",NA,180,"Genus",106267,"Evadne","Lovén, 1836",106264,"Animalia","Arthropoda","Branchiopoda","Onychopoda","Podonidae","Evadne","WoRMS (2025). Evadne Lovén, 1836. Accessed at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=106267 on 2025-04-30","urn:lsid:marinespecies.org:taxname:106267",1,1,1,0,NA,"like","2009-08-24T12:47:42.090Z"
"42",101,"https://www.marinespecies.org/aphia.php?p=taxdetails&id=101","Gastropoda","Cuvier, 1795","accepted",NA,60,"Class",101,"Gastropoda","Cuvier, 1795",51,"Animalia","Mollusca","Gastropoda",NA,NA,NA,"WoRMS (2025). Gastropoda. Accessed at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=101 on 2025-04-30","urn:lsid:marinespecies.org:taxname:101",1,1,1,1,NA,"like","2009-03-17T08:27:08.607Z"
"43",117345,"https://www.marinespecies.org/aphia.php?p=taxdetails&id=117345","Lizzia blondina","Forbes, 1848","accepted",NA,220,"Species",117345,"Lizzia blondina","Forbes, 1848",117021,"Animalia","Cnidaria","Hydrozoa","Anthoathecata","Rathkeidae","Lizzia","Schuchert, P.; Choong, H.; Galea, H.; Hoeksema, B.; Lindsay, D.; Mańko, M.; Pica, D. (2025). World Hydrozoa Database. Lizzia blondina Forbes, 1848. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=117345 on 2025-04-30","urn:lsid:marinespecies.org:taxname:117345",1,0,0,0,0,"like","2025-02-01T09:46:37.200Z"
"44",106269,"https://www.marinespecies.org/aphia.php?p=taxdetails&id=106269","Podon","Lilljeborg, 1853","accepted",NA,180,"Genus",106269,"Podon","Lilljeborg, 1853",106264,"Animalia","Arthropoda","Branchiopoda","Onychopoda","Podonidae","Podon","WoRMS (2025). Podon Lilljeborg, 1853. Accessed at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=106269 on 2025-04-30","urn:lsid:marinespecies.org:taxname:106269",1,1,0,0,NA,"like","2010-09-23T08:24:22.450Z"
"45",117848,"https://www.marinespecies.org/aphia.php?p=taxdetails&id=117848","Rathkea octopunctata","(M. Sars, 1835)","accepted",NA,220,"Species",117848,"Rathkea octopunctata","(M. Sars, 1835)",117211,"Animalia","Cnidaria","Hydrozoa","Anthoathecata","Rathkeidae","Rathkea","Schuchert, P.; Choong, H.; Galea, H.; Hoeksema, B.; Lindsay, D.; Mańko, M.; Pica, D. (2025). World Hydrozoa Database. Rathkea octopunctata (M. Sars, 1835). Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=117848 on 2025-04-30","urn:lsid:marinespecies.org:taxname:117848",1,1,0,0,0,"like","2013-03-08T08:04:23.827Z"
"46",979,"https://www.marinespecies.org/aphia.php?p=taxdetails&id=979","Sabellariidae","Johnston, 1865","accepted",NA,140,"Family",979,"Sabellariidae","Johnston, 1865",154974,"Animalia","Annelida","Polychaeta",NA,"Sabellariidae",NA,"Read, G.; Fauchald, K. (Ed.) (2025). World Polychaeta Database. Sabellariidae Johnston, 1865. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=979 on 2025-04-30","urn:lsid:marinespecies.org:taxname:979",1,0,0,0,0,"like","2017-04-11T23:11:34.790Z"
"47",105410,"https://www.marinespecies.org/aphia.php?p=taxdetails&id=105410","Sagitta","Quoy & Gaimard, 1827","accepted",NA,180,"Genus",105410,"Sagitta","Quoy & Gaimard, 1827",5953,"Animalia","Chaetognatha","Sagittoidea","Aphragmophora","Sagittidae","Sagitta","WoRMS (2025). Sagitta Quoy & Gaimard, 1827. Accessed at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=105410 on 2025-04-30","urn:lsid:marinespecies.org:taxname:105410",1,NA,0,0,NA,"like","2016-03-29T10:55:42.970Z"
"48",1371,"https://www.marinespecies.org/aphia.php?p=taxdetails&id=1371","Siphonophorae","Eschscholtz, 1829","accepted",NA,100,"Order",1371,"Siphonophorae","Eschscholtz, 1829",19494,"Animalia","Cnidaria","Hydrozoa","Siphonophorae",NA,NA,"Schuchert, P.; Choong, H.; Galea, H.; Hoeksema, B.; Lindsay, D.; Mańko, M.; Pica, D. (2025). World Hydrozoa Database. Siphonophorae. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=1371 on 2025-04-30","urn:lsid:marinespecies.org:taxname:1371",1,0,0,0,NA,"like","2017-11-13T07:28:09.813Z"
"49",117947,"https://www.marinespecies.org/aphia.php?p=taxdetails&id=117947","Solmaris corona","(Keferstein & Ehlers, 1861)","accepted",NA,220,"Species",117947,"Solmaris corona","(Keferstein & Ehlers, 1861)",117239,"Animalia","Cnidaria","Hydrozoa","Narcomedusae","Solmarisidae","Solmaris","Schuchert, P.; Choong, H.; Galea, H.; Hoeksema, B.; Lindsay, D.; Mańko, M.; Pica, D. (2025). World Hydrozoa Database. Solmaris corona (Keferstein & Ehlers, 1861). Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=117947 on 2025-04-30","urn:lsid:marinespecies.org:taxname:117947",1,0,0,0,0,"like","2016-09-01T14:43:02.957Z"
"50",889,"https://www.marinespecies.org/aphia.php?p=taxdetails&id=889","Spionida","sensu Rouse & Fauchald, 1997","accepted",NA,100,"Order",889,"Spionida","sensu Rouse & Fauchald, 1997",154974,"Animalia","Annelida","Polychaeta","Spionida",NA,NA,"Read, G.; Fauchald, K. (Ed.) (2025). World Polychaeta Database. Spionida. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=889 on 2025-04-30","urn:lsid:marinespecies.org:taxname:889",1,0,0,0,0,"like","2010-03-03T00:50:30.050Z"
"51",565161,"https://www.marinespecies.org/aphia.php?p=taxdetails&id=565161","Stauridiosarsia gemmifera","(Forbes, 1848)","accepted",NA,220,"Species",565161,"Stauridiosarsia gemmifera","(Forbes, 1848)",254367,"Animalia","Cnidaria","Hydrozoa","Anthoathecata","Corynidae","Stauridiosarsia","Schuchert, P.; Choong, H.; Galea, H.; Hoeksema, B.; Lindsay, D.; Mańko, M.; Pica, D. (2025). World Hydrozoa Database. Stauridiosarsia gemmifera (Forbes, 1848). Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=565161 on 2025-04-30","urn:lsid:marinespecies.org:taxname:565161",1,0,0,0,0,"like","2024-12-19T19:38:34.910Z"
"52",1484,"https://www.marinespecies.org/aphia.php?p=taxdetails&id=1484","Halacaridae","Murray, 1877","accepted",NA,140,"Family",1484,"Halacaridae","Murray, 1877",292685,"Animalia","Arthropoda","Arachnida","Trombidiformes","Halacaridae",NA,"WoRMS (2025). Halacaridae Murray, 1877. Accessed at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=1484 on 2025-04-30","urn:lsid:marinespecies.org:taxname:1484",1,1,1,0,NA,"like","2019-05-24T09:35:49.910Z"
"53",1065,"https://www.marinespecies.org/aphia.php?p=taxdetails&id=1065","Arthropoda","Gravenhorst, 1843","accepted",NA,30,"Phylum",1065,"Arthropoda","Gravenhorst, 1843",2,"Animalia","Arthropoda",NA,NA,NA,NA,"WoRMS (2025). Arthropoda. Accessed at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=1065 on 2025-04-30","urn:lsid:marinespecies.org:taxname:1065",1,1,1,1,NA,"like","2024-03-27T12:50:57.237Z"
"54",101361,"https://www.marinespecies.org/aphia.php?p=taxdetails&id=101361","Caprellidae","Leach, 1814","accepted",NA,140,"Family",101361,"Caprellidae","Leach, 1814",196121,"Animalia","Arthropoda","Malacostraca","Amphipoda","Caprellidae",NA,"Horton, T.; Lowry, J.; De Broyer, C.; Bellan-Santini, D.; Copilaş-Ciocianu, D.; Corbari, L.; Costello, M.J.; Daneliya, M.; Dauvin, J.-C.; Fišer, C.; Gasca, R.; Grabowski, M.; Guerra-García, J.M.; Hendrycks, E.; Hughes, L.; Jaume, D.; Jazdzewski, K.; Kim, Y.-H.; King, R.; Krapp-Schickel, T.; LeCroy, S.; Lörz, A.-N.; Mamos, T.; Senna, A.R.; Serejo, C.; Souza-Filho, J.F.; Tandberg, A.H.; Thomas, J.D.; Thurston, M.; Vader, W.; Väinölä, R.; Valls Domedel, G.; Vonk, R.; White, K.; Zeidler, W. (2025). World Amphipoda Database. Caprellidae Leach, 1814. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=101361 on 2025-04-30","urn:lsid:marinespecies.org:taxname:101361",1,0,0,0,NA,"like","2019-09-26T07:55:20.480Z"
"55",101383,"https://www.marinespecies.org/aphia.php?p=taxdetails&id=101383","Gammaridae","Latreille, 1802","accepted",NA,140,"Family",101383,"Gammaridae","Latreille, 1802",720708,"Animalia","Arthropoda","Malacostraca","Amphipoda","Gammaridae",NA,"Horton, T.; Lowry, J.; De Broyer, C.; Bellan-Santini, D.; Copilaş-Ciocianu, D.; Corbari, L.; Costello, M.J.; Daneliya, M.; Dauvin, J.-C.; Fišer, C.; Gasca, R.; Grabowski, M.; Guerra-García, J.M.; Hendrycks, E.; Hughes, L.; Jaume, D.; Jazdzewski, K.; Kim, Y.-H.; King, R.; Krapp-Schickel, T.; LeCroy, S.; Lörz, A.-N.; Mamos, T.; Senna, A.R.; Serejo, C.; Souza-Filho, J.F.; Tandberg, A.H.; Thomas, J.D.; Thurston, M.; Vader, W.; Väinölä, R.; Valls Domedel, G.; Vonk, R.; White, K.; Zeidler, W. (2025). World Amphipoda Database. Gammaridae Latreille, 1802. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=101383 on 2025-04-30","urn:lsid:marinespecies.org:taxname:101383",1,1,1,NA,NA,"like","2022-11-24T19:16:47.537Z"
"56",101571,"https://www.marinespecies.org/aphia.php?p=taxdetails&id=101571","Jassa","Leach, 1814","accepted",NA,180,"Genus",101571,"Jassa","Leach, 1814",491676,"Animalia","Arthropoda","Malacostraca","Amphipoda","Ischyroceridae","Jassa","Horton, T.; Lowry, J.; De Broyer, C.; Bellan-Santini, D.; Copilaş-Ciocianu, D.; Corbari, L.; Costello, M.J.; Daneliya, M.; Dauvin, J.-C.; Fišer, C.; Gasca, R.; Grabowski, M.; Guerra-García, J.M.; Hendrycks, E.; Hughes, L.; Jaume, D.; Jazdzewski, K.; Kim, Y.-H.; King, R.; Krapp-Schickel, T.; LeCroy, S.; Lörz, A.-N.; Mamos, T.; Senna, A.R.; Serejo, C.; Souza-Filho, J.F.; Tandberg, A.H.; Thomas, J.D.; Thurston, M.; Vader, W.; Väinölä, R.; Valls Domedel, G.; Vonk, R.; White, K.; Zeidler, W. (2025). World Amphipoda Database. Jassa Leach, 1814. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=101571 on 2025-04-30","urn:lsid:marinespecies.org:taxname:101571",1,0,0,0,0,"like","2021-03-17T11:42:54.283Z"
"57",123080,"https://www.marinespecies.org/aphia.php?p=taxdetails&id=123080","Asteroidea","de Blainville, 1830","accepted",NA,60,"Class",123080,"Asteroidea","de Blainville, 1830",148743,"Animalia","Echinodermata","Asteroidea",NA,NA,NA,"WoRMS (2025). Asteroidea. Accessed at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=123080 on 2025-04-30","urn:lsid:marinespecies.org:taxname:123080",1,0,0,0,0,"like","2009-06-22T07:47:14.980Z"
