Observer,Analysis Date,SampleID,SampleCode,Site,Location,Replicate,Date,Day,Month,Year,Sample no,liters of seawater sampled,/L to /m3,Sample quality,notes,exuviae,#ind total_COPEPODA,total_COPEPODA,#ind Copepod nauplii,Copepod nauplii,#ind Copepods,Copepods,#ind Appendicularia,Appendicularia,#ind total_Balanoid,total_BALANOID,#ind Balanoid nauplii,Balanoid nauplii,#ind Balanoid cypris,Balanoid cypris,#ind Sagitta,Sagitta,#ind Total_POLYCHAETAE,Total_POLYCHAETAE,#ind Sabellariidae,Sabellariidae,#ind  other Polychaetae larvae,other Polychaetae larvae,#ind Spionida,Spionida,#ind Total_BRANCHIOPODA,Total_BRANCHIOPODA,#ind Evadne,Evadne,#ind Podon,Podon,#ind Gastropoda,Gastropoda,#ind Bryozoa larvae,Bryozoa larvae,#ind Bivalvia,Bivalvia,#ind Fish egg,Fish egg,#ind Fish larvae,Fish larvae,#ind Total_HYDROZOA,Total_HYDROZOA,#ind Obelia,Obelia,#ind Rathkea Octopunctata,Rathkea Octopunctata,#ind Clytia,Clytia,#ind unknown Jellies,unknown Jellies,#ind Hydroids,Hydroids,#ind Lizzia blondina,Lizzia blondina,#ind Stauridiosarsia gemmifera,Stauridiosarsia gemmifera,#ind Solmaris corona,Solmaris corona,#ind Euphysa sp.,Euphysa sp.,#ind Siphonophorae,Siphonophorae,#ind Total_MALACOSTRACA,Total_MALACOSTRACA,#ind Decapoda larvae,Decapoda larvae,#ind Amphipod,Amphipod,#ind Ophiura larvae,Ophiura larvae,#ind Asteroida larvae,Asteroida larvae,#ind Sea urchin larvae,Sea urchin larvae,#ind Ascidian larvae,Ascidian larvae,#ind Anemone larvae,Anemone larvae,#ind Nemertini larvae,Nemertini larvae,#ind Phoronida larvae,Phoronida larvae,#ind Ctenophore,Ctenophore,#ind Holothuria larvae,Holothuria larvae,#ind Total_Zooplankton,Total_Zooplankton,#ind Meroplankton,Meroplankton,#ind Holoplankton,Holoplankton,#ind MP Fragments,MP Fragments,#ind Microfibers,Microfibers
Eleni,28/02/2022,Pabay_Mid_14/1/2022,Pabay_Mid_8,Pabay,Mid,3,14/01/2022,14,1,2022,8,491,0.491,good,,FALSE,758,1545,200,407,558,1137,8,17,0,0,0,0,0,0,0,0,233,475,233,475,0,0,0,0,0,0,0,0,0,0,50,102,1,2,200,407,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,17,0,0,8,17,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1260,2568,494,1006,767,1562,1,2,0,0
Eleni,02/03/2022,Pabay_NE_30/1/2022,Pabay_NE_9,Pabay,NE,1,30/01/2022,30,1,2022,9,491,0.491,good,,TRUE,50,102,17,34,33,68,0,0,0,0,0,0,0,0,0,0,25,51,25,51,0,0,0,0,0,0,0,0,0,0,1,2,8,17,8,17,8,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,101,206,43,87,58,119,0,0,0,0
Eleni,01/03/2022,Pabay_NW_30/1/2022,Pabay_NW_9,Pabay,NW,2,30/01/2022,30,1,2022,9,491,0.491,good,,FALSE,283,577,133,272,150,306,1,2,0,0,0,0,0,0,0,0,42,85,42,85,0,0,0,0,0,0,0,0,0,0,33,68,1,2,42,85,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,1,2,0,0,0,0,0,0,0,0,0,0,405,825,120,244,285,581,8,17,1,2
Eleni,01/03/2022,Pabay_Mid_30/1/2022,Pabay_Mid_9,Pabay,Mid,3,30/01/2022,30,1,2022,9,491,0.491,good,,FALSE,125,255,75,153,50,102,1,2,0,0,0,0,0,0,0,0,1,2,1,2,0,0,0,0,0,0,0,0,0,0,8,17,1,2,42,85,8,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,186,380,52,106,134,274,0,0,1,2
Eleni,03/03/2022,Pabay_NE_25/2/2022,Pabay_NE_10,Pabay,NE,1,25/02/2022,25,2,2022,10,491,0.491,good,,FALSE,292,594,208,424,83,170,8,17,1,2,1,2,0,0,0,0,1,2,1,2,0,0,0,0,0,0,0,0,0,0,1,2,8,17,25,51,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,338,689,36,74,302,615,0,0,1,2
Eleni,07/03/2022,Pabay_NW_25/2/2022,Pabay_NW_10,Pabay,NW,2,25/02/2022,25,2,2022,10,491,0.491,good,,TRUE,350,713,267,543,83,170,1,2,1,2,1,2,0,0,0,0,33,68,33,68,0,0,0,0,0,0,0,0,0,0,50,102,1,2,50,102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,487,993,135,276,352,717,0,0,0,0
Eleni,07/03/2022,Pabay_Mid_25/2/2022,Pabay_Mid_10,Pabay,Mid,3,25/02/2022,25,2,2022,10,491,0.491,good,,FALSE,333,679,267,543,67,136,0,0,1,2,1,2,0,0,0,0,8,17,8,17,0,0,0,0,0,0,0,0,0,0,17,34,8,17,42,85,8,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,2,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,420,855,77,157,343,698,1,2,1,2
Eleni,07/03/2022,Pabay_NW_8/2/2022,Pabay_NW_11,Pabay,NW,2,08/02/2022,8,2,2022,11,491,0.491,good,,FALSE,242,492,58,119,183,373,0,0,17,34,17,34,0,0,0,0,67,136,17,34,50,102,0,0,0,0,0,0,0,0,17,34,8,17,67,136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,417,849,158,323,258,526,1,2,0,0
Eleni,15/03/2022,Pabay_Mid_8/2/2022,Pabay_Mid_11,Pabay,Mid,3,08/02/2022,8,2,2022,11,491,0.491,good,,FALSE,250,509,142,289,108,221,1,2,1,2,1,2,0,0,0,0,17,34,17,34,0,0,0,0,0,0,0,0,0,0,33,68,0,0,42,85,8,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,353,719,93,189,260,530,0,0,1,2
Eleni,15/03/2022,Pabay_NE_8/2/2022,Pabay_NE_11,Pabay,NE,1,08/02/2022,8,2,2022,11,491,0.491,good,,FALSE,42,85,8,17,33,68,0,0,0,0,0,0,0,0,0,0,17,34,17,34,0,0,0,0,0,0,0,0,0,0,17,34,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76,155,34,70,42,85,0,0,0,0
Eleni,05/04/2022,Pabay_NE_8/3/2022,Pabay_NE_12,Pabay,NE,1,08/03/2022,8,3,2022,12,491,0.491,good,,FALSE,158,323,67,136,92,187,0,0,1100,2241,1100,2241,0,0,0,0,108,221,100,204,8,17,0,0,1,2,1,2,0,0,42,85,8,17,142,289,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1561,3181,301,613,1260,2568,0,0,0,0
Eleni,05/04/2022,Pabay_NW_8/3/2022,Pabay_NW_12,Pabay,NW,2,08/03/2022,8,3,2022,12,491,0.491,good,,FALSE,383,781,167,340,217,441,0,0,1775,3616,1775,3616,0,0,0,0,125,255,125,255,0,0,0,0,1,2,1,2,0,0,67,136,17,34,100,204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,17,0,0,0,0,0,0,0,0,0,0,0,0,2476,5044,317,645,2159,4399,0,0,1,2
Eleni,04/04/2022,Pabay_Mid_8/3/2022,Pabay_Mid_12,Pabay,Mid,3,08/03/2022,8,3,2022,12,491,0.491,good,,FALSE,125,255,25,51,100,204,0,0,2925,5959,2925,5959,0,0,0,0,43,87,42,85,1,2,0,0,1,2,1,2,0,0,50,102,25,51,17,34,8,17,0,0,1,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3196,6510,136,278,3059,6232,0,0,0,0
Eleni,04/04/2022,Pabay_NE_21/3/2022,Pabay_NE_13,Pabay,NE,1,21/03/2022,21,3,2022,13,491,0.491,good,,TRUE,200,407,150,306,50,102,63,127,713,1451,713,1451,0,0,0,0,113,229,50,102,63,127,0,0,1,2,1,2,0,0,25,51,25,51,163,331,0,0,0,0,1,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,2,0,0,1,2,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1305,2659,329,670,976,1988,13,25,13,25
Eleni,05/03/2022,Pabay_NW_21/3/2022,Pabay_NW_13,Pabay,NW,2,21/03/2022,21,3,2022,13,491,0.491,good,,TRUE,463,942,263,535,200,407,75,153,1600,3259,1600,3259,0,0,0,0,338,688,263,535,75,153,0,0,0,0,0,0,0,0,113,229,13,25,300,611,38,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,2,0,0,0,0,0,0,25,51,0,0,1,2,13,25,0,0,0,0,0,0,2977,6065,802,1634,2175,4431,0,0,0,0
Eleni,01/04/2022,Pabay_Mid_21/3/2022,Pabay_Mid_13,Pabay,Mid,3,21/03/2022,21,3,2022,13,491,0.491,good,,TRUE,325,662,225,458,100,204,138,280,1413,2878,1413,2878,0,0,0,0,163,331,113,229,50,102,0,0,1,2,1,2,0,0,25,51,38,76,300,611,13,25,0,0,1,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,28,13,25,1,2,1,2,25,51,13,25,0,0,13,25,0,0,0,0,0,0,0,0,2479,5050,591,1203,1889,3847,0,0,13,25
Eleni,10/04/2022,Pabay_NE_10/4/2022,Pabay_NE_14,Pabay,NE,1,10/04/2022,10,4,2022,14,491,0.491,good,,FALSE,175,357,63,127,113,229,50,102,38,76,0,0,38,76,0,0,38,76,0,0,38,76,0,0,113,229,100,204,13,25,1,2,0,0,1,2,13,25,0,0,1,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,2,0,0,0,0,1,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,431,878,44,89,388,789,0,0,0,0
Eleni,25/04/2022,Pabay_NW_10/4/2022,Pabay_NW_14,Pabay,NW,2,10/04/2022,10,4,2022,14,491,0.491,good,,TRUE,150,306,25,51,125,255,0,0,25,51,13,25,13,25,0,0,13,25,0,0,13,25,0,0,1,2,1,2,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,51,25,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,215,437,38,76,177,361,0,0,0,0
Eleni,28/04/2022,Pabay_Mid_10/4/2022,Pabay_Mid_14,Pabay,Mid,3,10/04/2022,10,4,2022,14,491,0.491,good,,FALSE,138,280,50,102,88,178,5,10,50,102,25,51,25,51,0,0,225,458,0,0,225,458,0,0,125,255,125,255,0,0,38,76,0,0,13,25,13,25,0,0,9,19,1,2,0,0,8,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,25,13,25,0,0,0,0,1,2,50,102,0,0,0,0,1,2,1,2,0,0,0,0,680,1385,350,713,330,672,0,0,0,0
Lotta,01/06/2022,Pabay_MID_7/5/2022,Pabay_Mid_15,Pabay,Mid,3,07/05/2022,7,5,2022,15,491,0.491,bad,,TRUE,2150,4380,1092,2224,1058,2156,200,407,17,34,0,0,17,34,0,0,25,51,25,51,0,0,0,0,1058,2156,1050,2139,8,17,17,34,0,0,0,0,0,0,8,17,8,17,8,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,225,458,67,136,158,323,0,0,17,34,0,0,0,0,1,2,0,0,0,0,0,0,0,0,3726,7591,293,596,3433,6994,0,0,0,0
Lotta,06/06/2022,Pabay_NW_7/5/2022,Pabay_NW_15,Pabay,NW,2,07/05/2022,7,5,2022,15,491,0.491,bad,,FALSE,4230,8617,1360,2771,2870,5847,880,1793,30,61,0,0,30,61,0,0,30,61,30,61,0,0,0,0,2080,4237,2070,4217,10,20,50,102,0,0,260,530,0,0,0,0,13,26,1,2,10,20,0,0,1,2,1,2,0,0,0,0,0,0,0,0,0,0,50,102,30,61,20,41,0,0,40,81,0,0,0,0,1,2,0,0,0,0,0,0,0,0,7664,15613,444,905,7220,14708,0,0,0,0
Lotta,07/06/2022,Pabay_NE_7/5/2022,Pabay_NE_15,Pabay,NE,1,07/05/2022,7,5,2022,15,491,0.491,acceptable,,FALSE,2542,5178,1192,2428,1350,2750,908,1850,25,51,0,0,25,51,0,0,33,68,25,51,0,0,8,17,2767,5636,2767,5636,0,0,1,2,0,0,300,611,0,0,0,0,27,55,25,51,1,2,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,42,85,25,51,17,34,0,0,33,68,8,17,0,0,1,2,0,0,0,0,0,0,0,0,6687,13623,446,908,6242,12715,0,0,0,0
Lotta,08/06/2022,Pabay_NE_22/5/2022,Pabay_NE_16,Pabay,NE,1,22/05/2022,22,5,2022,16,491,0.491,good,,FALSE,7808,15907,3217,6553,4592,9354,58,119,252,514,8,17,244,497,0,0,18,36,17,34,1,2,0,0,25,51,25,51,0,0,100,204,0,0,442,900,0,0,0,0,1,2,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,131,266,131,266,0,0,0,0,33,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8868,18066,724,1476,8144,16590,0,0,1,2
Lotta,09/06/2022,Pabay_NW_22/5/2022,Pabay_NW_16,Pabay,NW,2,22/05/2022,22,5,2022,16,491,0.491,good,,FALSE,7433,15143,3308,6740,4125,8403,33,68,42,85,0,0,42,85,0,0,25,51,25,51,0,0,0,0,33,68,33,68,0,0,75,153,0,0,192,390,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,87,42,85,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7876,16045,334,681,7542,15364,0,0,0,0
Lotta,09/06/2022,Pabay_MID_22/5/2022,Pabay_MID_16,Pabay,Mid,3,22/05/2022,22,5,2022,16,491,0.491,good,,FALSE,10000,20372,4590,9351,5410,11021,100,204,70,143,0,0,70,143,0,0,40,81,40,81,0,0,0,0,91,185,90,183,1,2,80,163,0,0,110,224,0,0,0,0,1,2,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,50,102,40,81,10,20,0,0,1,2,0,0,0,0,10,20,0,0,0,0,0,0,0,0,10553,21498,292,595,10261,20903,0,0,0,0
Meri,15/01/2023,Pabay_NW_30/6/2022,Pabay_NE_17,Pabay,NE,1,30/06/2022,30,6,2022,17,491,0.491,good,,FALSE,5017,10221,2192,4465,2825,5755,242,493,0,0,0,0,0,0,0,0,16,33,8,16,0,0,8,16,133,271,125,255,8,16,25,51,8,16,133,271,0,0,0,0,150,306,150,306,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,18,8,16,1,2,25,51,8,16,25,51,0,0,0,0,0,0,0,0,1,2,0,0,5791,11797,399,813,5392,10984,0,0,0,0
Meri,15/01/2023,Pabay_Mid_30/6/2023,Pabay_NW_17,Pabay,NW,2,30/06/2022,30,6,2022,17,491,0.491,good,,TRUE,7442,15161,3000,6112,4442,9049,383,780,0,0,0,0,0,0,1,2,241,491,133,271,8,16,100,204,92,187,92,187,0,0,67,136,17,35,667,1359,0,0,0,0,225,458,225,458,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,37,17,35,1,2,158,322,0,0,108,220,0,0,0,0,0,0,1,2,1,2,33,67,9420,19190,1502,3060,7917,16128,0,0,0,0
Meri,15/01/2023,Pabay_Mid_30/6/2023,Pabay_Mid_17,Pabay,Mid,3,30/06/2022,30,6,2022,17,491,0.491,good,,TRUE,6067,12360,3100,6315,2967,6044,334,680,25,51,17,35,8,16,0,0,92,187,67,136,8,16,17,35,33,67,33,67,0,0,100,204,42,86,267,544,0,0,0,0,159,324,158,322,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,11,22,3,6,8,16,100,204,33,67,42,86,0,0,0,0,0,0,0,0,17,35,0,0,7305,14882,846,1723,6459,13158,0,0,0,0
Meri,14/02/2023,Pabay_NE_15/7/2022,Pabay_NE_18,Pabay,NE,1,15/07/2022,15,7,2022,18,491,0.491,good,,TRUE,5192,10577,917,1868,4275,8709,292,595,8,16,8,16,0,0,0,0,68,139,25,51,0,0,43,88,1475,3005,1475,3005,0,0,50,102,50,102,1367,2785,1,2,0,0,35,71,17,35,0,0,0,0,0,0,1,2,17,35,0,0,0,0,0,0,0,0,8,16,0,0,8,16,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,8547,17412,1579,3217,6968,14195,0,0,0,0
Meri,15/01/2023,Pabay_NW_15/7/2023,Pabay_NW_18,Pabay,NW,2,15/07/2022,15,7,2022,18,491,0.491,good,,TRUE,5325,10848,1200,2445,4125,8403,158,322,25,51,25,51,0,0,0,0,25,51,8,16,0,0,17,35,1033,2104,1025,2088,8,16,33,67,67,136,900,1833,17,35,0,0,19,39,17,35,0,0,0,0,0,0,1,2,1,2,0,0,8,16,0,0,0,0,16,33,8,16,8,16,42,86,8,16,0,0,0,0,0,0,0,0,0,0,8,16,0,0,7668,15621,1110,2261,6558,13360,0,0,0,0
Meri,03/02/2023,Pabay_Mid_15/7/2023,Pabay_Mid_18,Pabay,Mid,3,15/07/2022,15,7,2022,18,491,0.491,good,,TRUE,8175,16654,1508,3072,6667,13582,308,627,25,51,25,51,0,0,1,2,93,189,17,35,1,2,75,153,1217,2479,1217,2479,0,0,117,238,100,204,883,1799,0,0,0,0,16,33,8,16,0,0,0,0,0,0,8,16,0,0,0,0,17,35,0,0,0,0,8,16,0,0,8,16,17,35,0,0,1,2,0,0,0,0,8,16,0,0,8,16,0,0,10969,22346,1243,2532,9725,19812,0,0,0,0
Meri,07/02/2023,Pabay_NE_15/7/2022,Pabay_NE_18,Pabay,NE,1,30/07/2022,30,7,2022,19,491,0.491,good,,TRUE,2200,4482,758,1544,1442,2938,308,627,8,16,8,16,0,0,0,0,83,169,75,153,0,0,8,16,208,424,208,424,0,0,33,67,17,35,133,271,0,0,0,0,16,33,0,0,0,0,0,0,0,0,8,16,8,16,0,0,1,2,1,2,0,0,2,4,1,2,1,2,8,16,0,0,8,16,0,0,0,0,0,0,0,0,0,0,0,0,3024,6160,300,611,2724,5549,0,0,0,0
Meri,07/02/2023,Pabay_NW_15/7/2023,Pabay_NW_18,Pabay,NW,2,30/07/2022,30,7,2022,19,491,0.491,good,,TRUE,4600,9371,1200,2445,3400,6926,267,544,0,0,0,0,0,0,0,0,150,306,133,271,0,0,17,35,141,287,133,271,8,16,192,391,0,0,417,850,1,2,0,0,40,81,8,16,0,0,8,16,0,0,8,16,8,16,8,16,8,16,0,0,1,2,17,35,17,35,0,0,8,16,0,0,0,0,0,0,0,0,0,0,0,0,17,35,0,0,5833,11883,824,1679,5009,10204,0,0,0,0
Meri,07/02/2023,Pabay_Mid_15/7/2023,Pabay_Mid_18,Pabay,Mid,3,30/07/2022,30,7,2022,19,491,0.491,good,,TRUE,1920,3911,293,597,1627,3314,120,244,0,0,0,0,0,0,0,0,15,31,13,26,1,2,1,2,53,108,53,108,0,0,53,108,0,0,280,570,0,0,0,0,44,90,1,2,0,0,0,0,0,0,17,35,13,26,13,26,1,2,1,2,1,2,28,57,27,55,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2513,5119,420,856,2093,4264,0,0,0,0
